trend_threshold,final_nav,final_benchmark_nav,total_return,benchmark_return,annual_return,annual_volatility,sharpe_ratio,max_drawdown,calmar_ratio
1.0,1741936.2828261792,1.3484520511035314,0.7419362828261792,0.3484520511035314,0.07987552525709662,0.08684350535126824,0.9197639470448914,-0.08307388155008343,0.9614998573160617
1.5,1619688.3337083168,1.3484520511035314,0.6196883337083168,0.3484520511035314,0.06905045164941037,0.09057895379241347,0.7623233517099174,-0.11121516623916858,0.6208726200248368
2.5,1483708.6550128914,1.3484520511035314,0.4837086550128914,0.3484520511035314,0.05614900673005674,0.09349795400484026,0.6005372772879071,-0.12832952835232825,0.4375377004106167
2.0,1377048.4209661062,1.3484520511035314,0.37704842096610625,0.3484520511035314,0.04529559829733154,0.08910745180878465,0.5083255931785727,-0.15731480418837637,0.287929661362909
0.0,992984.272591078,1.3484520511035314,-0.007015727408922045,0.3484520511035314,-0.0009743570064636442,0.08970221880048264,-0.01086212826720404,-0.23829687042989212,-0.004088836771989013
3.0,951008.6147626252,1.3484520511035314,-0.048991385237374806,0.3484520511035314,-0.006931090278753493,0.07307957162657285,-0.09484306112480335,-0.19238185163700997,-0.03602777611180922
