trend_window,final_nav,final_benchmark_nav,total_return,benchmark_return,annual_return,annual_volatility,sharpe_ratio,max_drawdown,calmar_ratio
40,2042848.3016986195,1.3484520511035314,1.0428483016986194,0.3484520511035314,0.10396618300536287,0.08266031996396812,1.2577520030249343,-0.07469890774514983,1.391803255812845
20,1906277.9821574402,1.3484520511035314,0.9062779821574402,0.3484520511035314,0.09344015001093298,0.08505530467150527,1.0985810981667878,-0.0826366834368059,1.1307345131098918
80,1049112.7794151618,1.3484520511035314,0.04911277941516182,0.3484520511035314,0.006660599400116762,0.09041807340360236,0.07366446938529213,-0.22717851540820963,0.029318790943538606
120,1006303.0537861671,1.3484520511035314,0.00630305378616706,0.3484520511035314,0.0008703701460384128,0.11808429035761707,0.007370753073101474,-0.29547199808895974,0.002945694183096039
60,992984.272591078,1.3484520511035314,-0.007015727408922045,0.3484520511035314,-0.0009743570064636442,0.08970221880048264,-0.01086212826720404,-0.23829687042989212,-0.004088836771989013
