corr_window,final_nav,final_benchmark_nav,total_return,benchmark_return,annual_return,annual_volatility,sharpe_ratio,max_drawdown,calmar_ratio
60,992984.272591078,1.3484520511035314,-0.007015727408922045,0.3484520511035314,-0.0009743570064636442,0.08970221880048264,-0.01086212826720404,-0.23829687042989212,-0.004088836771989013
40,961139.5179938234,1.3484520511035314,-0.03886048200617661,0.3484520511035314,-0.005472988402527856,0.08808611931562833,-0.06213224563699031,-0.2526418258075561,-0.021663033763446495
80,956107.6117836068,1.3484520511035314,-0.043892388216393186,0.3484520511035314,-0.0061955474731069105,0.09008382864075229,-0.06877535698237583,-0.2450460917068856,-0.02528319235761482
