vol_tolerance,final_nav,final_benchmark_nav,total_return,benchmark_return,annual_return,annual_volatility,sharpe_ratio,max_drawdown,calmar_ratio
0.01,992984.272591078,1.3484520511035314,-0.007015727408922045,0.3484520511035314,-0.0009743570064636442,0.08970221880048264,-0.01086212826720404,-0.23829687042989212,-0.004088836771989013
0.015,992984.272591078,1.3484520511035314,-0.007015727408922045,0.3484520511035314,-0.0009743570064636442,0.08970221880048264,-0.01086212826720404,-0.23829687042989212,-0.004088836771989013
0.02,992984.272591078,1.3484520511035314,-0.007015727408922045,0.3484520511035314,-0.0009743570064636442,0.08970221880048264,-0.01086212826720404,-0.23829687042989212,-0.004088836771989013
