label,总收益,年化,波动率,Sharpe,最大回撤
纯防御(baseline),3.7615689189348833,0.1402682073968089,0.11371963338627891,1.2334563805737107,-0.13375705945825245
纯进攻,1.1892580228850758,0.0681275280032212,0.09862152360786038,0.6907977641281469,-0.18828781761264507
固定70:30,2.90639794588322,0.12143883640710307,0.11461942090761155,1.0594961608206717,-0.14440794273882487
offense<=2 & vol<0.18,2.74244608204766,0.11740174567119754,0.11476144415730072,1.0230068690167216,-0.14580768190341836
offense<=2 only,2.0926452998461844,0.09962022673078752,0.11281407586838067,0.88304784632561,-0.1827478292062216
offense<=3 only,2.454597396603904,0.1099048933032174,0.11274496656935762,0.9748097555699474,-0.12226843684018665
