date,nav,exposure,repo_amount,final_multiplier,circuit_breaker_triggered,drawdown_level,drawdown,n_positions,position_names,defense_active,offense_top
2012-06-12,1000000.0,700000.0,300000.0,0.43587299225712584,False,normal,0.0,1,创业板,创业板,
2012-06-13,1010391.363022942,707273.9541160594,303117.4089068826,0.4388351995639071,False,normal,0.0,1,创业板,创业板,
2012-06-14,1003807.6958968616,702665.387127803,301142.30876905855,0.4438009274901637,False,normal,-0.006515957446808541,1,创业板,创业板,
2012-06-15,1005694.0459294195,703985.8321505936,301708.2137788258,0.45768577074209915,False,normal,-0.004649007568185105,1,创业板,创业板,
2012-06-18,1017003.0552812362,711902.1386968653,305100.9165843709,0.4577005882278565,False,normal,0.0,1,创业板,创业板,
2012-06-19,1010437.4229085378,707306.1960359764,303131.2268725614,0.46189807059950455,False,normal,-0.006455862977602142,1,创业板,创业板,
2012-06-20,1012318.5564086335,708622.9894860433,303695.56692259014,0.4763723340371563,False,normal,-0.004606179743783841,1,创业板,创业板,
2012-06-21,1002920.3735242032,702044.2614669421,300876.11205726105,0.4727561420270043,False,normal,-0.013847236430512633,1,创业板,创业板,
2012-06-25,989709.8632277822,692796.9042594475,296912.9589683347,0.4576204133782422,False,normal,-0.0268368830474226,1,创业板,创业板,
2012-06-26,981168.5315314328,686817.972072003,294350.5594594298,0.46122227486979556,False,normal,-0.03523541405673944,1,创业板,创业板,
2012-06-27,984978.8947606811,689485.2263324767,295493.6684282044,0.47256608463925326,False,normal,-0.03148875547055198,1,创业板,创业板,
2012-06-28,976419.7678131055,683493.8374691738,292925.93034393166,0.476054775923601,False,normal,-0.03990478421611824,1,创业板,创业板,
2012-06-29,993602.5737830009,695521.8016481006,298080.7721349003,0.442179046536791,False,normal,-0.023009253882491257,1,创业板,创业板,
2012-07-02,1008763.8119660658,706134.668376246,302629.1435898198,0.4283764016053155,False,normal,-0.008101493178790864,1,创业板,创业板,
2012-07-03,1007822.2990748974,705475.6093524281,302346.6897224693,0.4413162770067418,False,normal,-0.009027265118490687,1,创业板,创业板,
2012-07-04,1002170.9590800849,701519.6713560594,300651.28772402555,0.4493049847106235,False,normal,-0.014584121575770171,1,创业板,创业板,
2012-07-05,988008.3815964498,0.0,988008.3815964498,1.0,False,normal,-0.02850991797342084,0,,,
2012-07-06,988008.3815964498,691605.8671175148,296402.5144789349,0.41646497609786,False,normal,-0.02850991797342084,1,创业板,创业板,
2012-07-09,969441.7811369192,678609.2467958434,290832.5343410758,0.39073921427762626,False,normal,-0.046766107434323,1,创业板,创业板,
2012-07-10,964761.7173659133,0.0,964761.7173659133,1.0,False,normal,-0.05136792622601939,0,,,
2012-07-11,964761.7173659133,675333.2021561393,289428.515209774,0.4094828187938299,False,normal,-0.05136792622601939,1,创业板,创业板,
2012-07-12,975924.2496329569,683146.9747430698,292777.2748898871,0.40782204343550443,False,normal,-0.04039201793441964,1,创业板,创业板,
2012-07-13,968518.8623728694,677963.2036610085,290555.6587118609,0.4139322791532132,False,normal,-0.047673596118115155,1,创业板,创业板,
2012-07-16,937871.2107005224,0.0,937871.2107005224,1.0,False,normal,-0.07780885629574742,0,,,
2012-07-17,937871.2107005224,0.0,937871.2107005224,1.0,False,normal,-0.07780885629574742,0,,,
2012-07-18,937871.2107005224,0.0,937871.2107005224,1.0,False,normal,-0.07780885629574742,0,,,
2012-07-19,937871.2107005224,0.0,937871.2107005224,1.0,False,normal,-0.07780885629574742,0,,,
2012-07-20,937871.2107005224,656509.8474903656,281361.3632101568,0.3757899236596729,False,normal,-0.07780885629574742,1,创业板,创业板,
2012-07-23,938795.8724575511,0.0,938795.8724575511,1.0,False,normal,-0.076899653759701,0,,,
2012-07-24,938795.8724575511,0.0,938795.8724575511,1.0,False,normal,-0.076899653759701,0,,,
2012-07-25,938795.8724575511,0.0,938795.8724575511,1.0,False,normal,-0.076899653759701,0,,,
2012-07-26,938795.8724575511,0.0,938795.8724575511,1.0,False,normal,-0.076899653759701,0,,,
2012-07-27,938795.8724575511,0.0,938795.8724575511,1.0,False,normal,-0.076899653759701,0,,,
2012-07-30,938795.8724575511,0.0,938795.8724575511,1.0,False,normal,-0.076899653759701,0,,,
2012-07-31,938795.8724575511,0.0,938795.8724575511,1.0,False,normal,-0.076899653759701,0,,,
2012-08-01,938795.8724575511,0.0,938795.8724575511,1.0,False,normal,-0.076899653759701,0,,,
2012-08-02,938795.8724575511,0.0,938795.8724575511,1.0,False,normal,-0.076899653759701,0,,,
2012-08-03,938795.8724575511,0.0,938795.8724575511,1.0,False,normal,-0.076899653759701,0,,,
2012-08-06,938795.8724575511,0.0,938795.8724575511,1.0,False,normal,-0.076899653759701,0,,,
2012-08-07,938795.8724575511,0.0,938795.8724575511,1.0,False,normal,-0.076899653759701,0,,,
2012-08-08,938795.8724575511,0.0,938795.8724575511,1.0,False,normal,-0.076899653759701,0,,,
2012-08-09,938795.8724575511,657157.1107202857,281638.7617372654,0.39125701322854717,False,normal,-0.076899653759701,1,创业板,创业板,
2012-08-10,938795.8724575511,657157.1107202857,281638.7617372654,0.403285258048505,False,normal,-0.076899653759701,1,创业板,创业板,
2012-08-13,924739.0358646038,0.0,924739.0358646038,1.0,False,warning,-0.09072147712586587,0,,,
2012-08-14,924739.0358646038,0.0,924739.0358646038,1.0,False,warning,-0.09072147712586587,0,,,
2012-08-15,924739.0358646038,0.0,924739.0358646038,1.0,False,warning,-0.09072147712586587,0,,,
2012-08-16,924739.0358646038,0.0,924739.0358646038,1.0,False,warning,-0.09072147712586587,0,,,
2012-08-17,924739.0358646038,0.0,924739.0358646038,1.0,False,warning,-0.09072147712586587,0,,,
2012-08-20,924739.0358646038,647317.3251052226,277421.7107593812,0.42663175769734135,False,warning,-0.09072147712586587,1,创业板,创业板,
2012-08-21,939690.6588629582,657783.4612040707,281907.1976588875,0.4135382486331863,False,normal,-0.0760198270956998,1,创业板,创业板,
2012-08-22,938817.1084496726,657171.9759147707,281645.13253490184,0.4258364580854849,False,normal,-0.07687877280756301,1,创业板,创业板,
2012-08-23,941438.8051620985,659007.1636134689,282431.6415486296,0.4389844115209057,False,normal,-0.07430090767843524,1,创业板,创业板,
2012-08-24,927473.090436515,0.0,927473.090436515,1.0,False,warning,-0.0880331326241326,0,,,
2012-08-27,927473.090436515,0.0,927473.090436515,1.0,False,warning,-0.0880331326241326,0,,,
2012-08-28,927473.090436515,0.0,927473.090436515,1.0,False,warning,-0.0880331326241326,0,,,
2012-08-29,927473.090436515,649231.1633055605,278241.9271309546,0.4430033819983069,False,warning,-0.0880331326241326,1,创业板,创业板,
2012-08-30,906157.7034059631,0.0,906157.7034059631,1.0,False,warning,-0.10899215228475445,0,,,
2012-08-31,906157.7034059631,0.0,906157.7034059631,1.0,False,warning,-0.10899215228475445,0,,,
2012-09-03,906157.7034059631,634310.3923841742,271847.311021789,0.3902203913914027,False,warning,-0.10899215228475445,1,创业板,创业板,
2012-09-04,905287.5931283443,633701.315189841,271586.2779385033,0.4023868874793954,False,warning,-0.10984771537583903,1,创业板,创业板,
2012-09-05,912251.3438447162,0.0,912251.3438447162,1.0,False,warning,-0.10300039010949927,0,,,
2012-09-06,912251.3438447162,638575.9406913012,273675.40315341495,0.41649138242812633,False,warning,-0.10300039010949927,1,创业板,创业板,
2012-09-07,931133.9657468783,651793.7760228148,279340.1897240635,0.39147102374676895,False,warning,-0.08443346270047551,1,创业板,创业板,
2012-09-10,931984.8714597018,652389.4100217912,279595.46143791056,0.40365040059413065,False,warning,-0.0835967830971992,1,创业板,创业板,
2012-09-11,931134.2985652796,651794.0089956956,279340.28956958395,0.41546462791346256,False,warning,-0.08443313544639348,1,创业板,创业板,
2012-09-12,931134.2985652796,651794.0089956956,279340.28956958395,0.4281499936461581,False,warning,-0.08443313544639348,1,创业板,创业板,
2012-09-13,918370.7083107947,642859.4958175563,275511.2124932384,0.4142320085020121,False,warning,-0.09698333398139723,1,创业板,创业板,
2012-09-14,915802.694346144,641061.8860423007,274740.80830384325,0.4258202600763333,False,warning,-0.09950841387306043,1,创业板,创业板,
2012-09-17,897804.967598967,628463.4773192769,269341.49027969013,0.3952642622774362,False,warning,-0.1172052404988172,1,创业板,创业板,
2012-09-18,899533.8905076858,629673.72335538,269860.16715230583,0.40701837942333513,False,warning,-0.11550522308024543,1,创业板,创业板,
2012-09-19,903852.6403249381,632696.8482274567,271155.79209748143,0.41681305090138965,False,warning,-0.11125867751204357,1,创业板,创业板,
2012-09-20,884888.9745742514,309711.14110098797,575177.8334732635,0.3862981180555165,False,halve,-0.12990529381492436,1,创业板,创业板,
2012-09-21,877059.1985351816,0.0,877059.1985351816,0.5,False,halve,-0.13760416551291021,0,,,
2012-09-24,877059.1985351816,306970.71948731353,570088.479047868,0.38583970420155767,False,halve,-0.13760416551291021,1,创业板,创业板,
2012-09-25,871766.5999233314,0.0,871766.5999233314,0.5,False,halve,-0.1428082783072288,0,,,
2012-09-26,871766.5999233314,0.0,871766.5999233314,0.5,False,halve,-0.1428082783072288,0,,,
2012-09-27,871766.5999233314,0.0,871766.5999233314,0.5,False,halve,-0.1428082783072288,0,,,
2012-09-28,871766.5999233314,0.0,871766.5999233314,0.5,False,halve,-0.1428082783072288,0,,,
