date,nav
2014-01-27,1000000.0
2014-01-28,997451.7154321893
2014-01-29,1003884.9864979326
2014-01-30,1001723.8444314587
2014-02-07,1009159.9445813808
2014-02-10,1016961.0829860282
2014-02-11,1014278.6142031141
2014-02-12,1020080.5370780034
2014-02-13,1008808.772964513
2014-02-14,1019008.8190285601
2014-02-17,1031405.1897374978
2014-02-18,1025916.9143462653
2014-02-19,1029496.1100213026
2014-02-20,1022982.7608487383
2014-02-21,1027224.135682537
2014-02-24,1032516.7860161284
2014-02-25,1025064.5256162072
2014-02-26,1030821.0870645533
2014-02-27,1018816.7763896106
2014-02-28,1028115.9866128131
2014-03-03,1034114.886064376
2014-03-04,1027832.6959971058
2014-03-05,1030082.4673463781
2014-03-06,1028545.6723435386
2014-03-07,1030898.294978192
2014-03-10,1014322.5725004111
2014-03-11,1016426.1550096645
2014-03-12,1018249.3404305414
2014-03-13,1029919.3672943645
2014-03-14,1023906.4413609293
2014-03-17,1032636.5852256104
2014-03-18,1033929.2913020081
2014-03-19,1033959.4359975253
2014-03-20,1019751.9173900504
2014-03-21,1021774.0497545279
2014-03-24,1013936.8636114349
2014-03-25,1007134.8663643703
2014-03-26,1008170.5074215705
2014-03-27,998383.7666199798
2014-03-28,999104.5462839897
2014-03-31,997845.2073994991
2014-04-01,1000152.6568848958
2014-04-02,1006509.9738895957
2014-04-03,1006966.2526667542
2014-04-04,1002406.5515490478
2014-04-08,997547.6248104341
2014-04-09,998784.3379858526
2014-04-10,1000868.2772325177
2014-04-11,991257.8832426385
2014-04-14,997235.1558890995
2014-04-15,991548.6461508415
2014-04-16,986185.7478208293
2014-04-17,988257.9658080796
2014-04-18,987035.7627688486
2014-04-21,988337.7622123904
2014-04-22,984371.6715997548
2014-04-23,983348.7171159831
2014-04-24,982589.4918226546
2014-04-25,977980.4462751931
2014-04-28,976577.7746690859
2014-04-29,977741.6936613875
2014-04-30,981094.1782802398
2014-05-05,982427.2137073205
2014-05-06,983234.3534348228
2014-05-07,981811.870178131
2014-05-08,976977.7766215231
2014-05-09,978507.4764564045
2014-05-12,987940.02420361
2014-05-13,986410.3802917029
2014-05-14,985778.2382433158
2014-05-15,981313.3653612621
2014-05-16,981118.8707615964
2014-05-19,974154.1398656156
2014-05-20,973766.4826458085
2014-05-21,973245.189113489
2014-05-22,974464.8192645762
2014-05-23,975153.320156319
2014-05-26,979413.8756151432
2014-05-27,979845.3318204966
2014-05-28,978805.3708132021
2014-05-29,971730.5167771203
2014-05-30,975750.3396827818
2014-06-03,975365.6585422487
2014-06-04,976186.5392406903
2014-06-05,976783.7864560706
2014-06-06,979440.5106606696
2014-06-09,980002.3649546806
2014-06-10,977178.2704279214
2014-06-11,979926.508433867
2014-06-12,976306.4572958634
2014-06-13,978244.1249875905
2014-06-16,982163.1625467553
2014-06-17,979404.4246297888
2014-06-18,976040.4855768316
2014-06-19,968658.9122778996
2014-06-20,967934.4794221465
2014-06-23,974272.3174260672
2014-06-24,976697.6543723266
2014-06-25,972947.7292840562
2014-06-26,980492.6835646338
2014-06-27,981834.3849396893
2014-06-30,985258.5638032655
2014-07-01,987428.9840974258
2014-07-02,991790.4450096285
2014-07-03,992405.2276606881
2014-07-04,993652.0732836418
2014-07-07,990040.490155425
2014-07-08,992399.9053968416
2014-07-09,982522.8181840129
2014-07-10,980540.4898204525
2014-07-11,980991.977261967
2014-07-14,983747.5697871613
2014-07-15,979536.9088101034
2014-07-16,973516.4012462354
2014-07-17,971192.619843497
2014-07-18,971467.0400593681
2014-07-21,973426.1340780829
2014-07-22,975023.574268857
2014-07-23,968999.3518181086
2014-07-24,976562.692346166
2014-07-25,978149.0531735917
2014-07-28,988073.906904867
2014-07-29,988150.5047901811
2014-07-30,988552.1881596484
2014-07-31,993253.5636299812
2014-08-01,981749.9408747584
2014-08-04,990841.7045926999
2014-08-05,989503.197937675
2014-08-06,985148.0955791418
2014-08-07,984141.6401975851
2014-08-08,985031.5378055321
2014-08-11,990701.2075818225
2014-08-12,990223.7046233504
2014-08-13,987446.5324507781
