trend_window,总收益,年化,波动率,Sharpe,最大回撤
20,0.9798701818068691,0.11455882370973725,0.11818549424468745,0.9693137422817587,-0.15460959129286742
40,1.2094588505901402,0.13414666334596625,0.11281042071964627,1.18913361452081,-0.10550896900000972
60,0.6128960491835687,0.07886188965968488,0.10026988124001839,0.7864962906549307,-0.1721684349857468
80,0.3488297202491919,0.048662925633400134,0.08049768932433905,0.6045257452959777,-0.19260187644999127
120,1.0391724566084268,0.11979428421685445,0.10400082914746274,1.1518589341917473,-0.18376450767887265
