label,总收益,年化,Sharpe,最大回撤,进攻空仓率,进攻参与率,平均进攻持仓数
K=2,2.0201827993965136,0.08563512481095414,0.7833711378021209,-0.1676088374540902,0.33362831858407077,0.6663716814159293,2.0
K=3,1.9207982812296684,0.08293815673676042,0.7511489147497107,-0.1704866620837231,0.33362831858407077,0.6663716814159293,2.8844621513944224
K=5,1.8497898759443057,0.080958686958021,0.7427024376569998,-0.1667929398527281,0.33362831858407077,0.6663716814159293,4.285081894643648
K=6,1.8575359963931608,0.08117682710108798,0.7426231990738458,-0.1629100569775294,0.33362831858407077,0.6663716814159293,4.888888888888889
K=4,1.8053161923704808,0.07969552987111972,0.7273706760752247,-0.1696024897753819,0.33362831858407077,0.6663716814159293,3.5905267817618416
纯防御,-0.1604042832289799,-0.012912477943232359,-0.5089346781660977,-0.1803156441010199,1.0,0.0,0.0
