date,etf,action,amount
2014-04-28,国债ETF,buy,999999.9999999999
2014-04-29,国债ETF,sell,999999.9999999999
2014-06-11,国债ETF,buy,500595.91720316187
2014-06-11,纳指,buy,500595.9172031619
2014-06-12,创业板,buy,332497.7415857413
2014-06-12,国债ETF,sell,168098.17561742058
2014-06-12,纳指,sell,168098.17561742064
2014-06-13,创业板,buy,659.9056337570073
2014-06-13,国债ETF,buy,659.9056337570073
2014-06-13,纳指,buy,659.9056337570073
2014-06-16,创业板,buy,1334.6947855094913
2014-06-16,国债ETF,buy,1334.6947855094913
2014-06-16,纳指,buy,1334.6947855094913
2014-06-17,创业板,sell,939.535040625371
2014-06-17,国债ETF,sell,939.535040625371
2014-06-17,纳指,sell,939.535040625371
2014-06-18,创业板,sell,1145.6465637217043
2014-06-18,国债ETF,sell,1145.6465637217043
2014-06-18,纳指,sell,1145.6465637217043
2014-06-19,创业板,sell,332407.1604006607
2014-06-19,国债ETF,buy,162432.700012706
2014-06-19,纳指,buy,162432.700012706
2014-06-20,创业板,buy,247234.89177433323
2014-06-20,国债ETF,sell,247604.96863903347
2014-06-20,纳指,sell,247604.96863903347
2014-06-20,黄金,buy,247234.89177433323
2014-06-23,创业板,buy,1618.8437609103858
2014-06-23,国债ETF,buy,1618.8437609104149
2014-06-23,纳指,buy,1618.8437609104149
2014-06-23,黄金,buy,1618.8437609104149
2014-06-24,创业板,buy,619.4922592102666
2014-06-24,国债ETF,buy,619.4922592102375
2014-06-24,纳指,buy,619.4922592102375
2014-06-24,黄金,buy,619.4922592102375
2014-06-25,创业板,sell,957.8254965293454
2014-06-25,国债ETF,sell,957.8254965293454
2014-06-25,沪深300,buy,248515.40229792453
2014-06-25,纳指,sell,957.8254965293454
2014-06-25,黄金,sell,249473.22779445388
2014-06-26,创业板,sell,48161.343084043096
2014-06-26,国债ETF,sell,48161.343084043096
2014-06-26,沪深300,sell,48161.343084043096
2014-06-26,纳指,sell,48161.343084043096
2014-06-26,黄金,buy,200354.05921388144
2014-06-27,创业板,buy,274.16351111154654
2014-06-27,国债ETF,buy,274.16351111154654
2014-06-27,沪深300,buy,274.16351111154654
2014-06-27,纳指,buy,274.16351111154654
2014-06-27,黄金,buy,274.16351111154654
2014-06-30,创业板,buy,699.6973524551431
2014-06-30,国债ETF,buy,699.6973524551431
2014-06-30,沪深300,buy,699.6973524551431
2014-06-30,纳指,buy,699.6973524551431
2014-06-30,黄金,buy,699.6973524551431
2014-07-01,创业板,buy,443.5040907743387
2014-07-01,国债ETF,buy,443.5040907743387
2014-07-01,沪深300,buy,443.5040907743387
2014-07-01,纳指,buy,443.5040907743387
2014-07-01,黄金,buy,443.5040907743387
2014-07-02,创业板,buy,891.2217424056435
2014-07-02,国债ETF,buy,891.2217424056726
2014-07-02,沪深300,buy,891.2217424056726
2014-07-02,纳指,buy,891.2217424057017
2014-07-02,黄金,buy,891.2217424056435
2014-07-03,创业板,buy,125.62480244753533
2014-07-03,国债ETF,buy,125.62480244750623
2014-07-03,沪深300,buy,125.62480244750623
2014-07-03,纳指,buy,125.62480244747712
2014-07-03,黄金,buy,125.62480244753533
2014-07-04,创业板,buy,254.78066890174523
2014-07-04,国债ETF,buy,254.78066890171613
2014-07-04,沪深300,buy,254.78066890171613
2014-07-04,纳指,buy,254.78066890171613
2014-07-04,黄金,buy,254.78066890171613
2014-07-07,创业板,sell,737.9915751089575
2014-07-07,国债ETF,sell,737.9915751089284
2014-07-07,沪深300,sell,737.9915751089284
2014-07-07,纳指,sell,737.9915751089284
2014-07-07,黄金,sell,737.9915751089284
2014-07-08,创业板,buy,482.12335381261073
2014-07-08,国债ETF,buy,482.12335381261073
2014-07-08,沪深300,buy,482.12335381261073
2014-07-08,纳指,buy,482.12335381261073
2014-07-08,黄金,buy,482.12335381261073
2014-07-09,创业板,sell,2018.2858571726538
2014-07-09,国债ETF,sell,2018.2858571726538
2014-07-09,沪深300,sell,2018.2858571726538
2014-07-09,纳指,sell,2018.2858571726829
2014-07-09,黄金,sell,2018.2858571726538
2014-07-10,创业板,buy,49685.88763796553
2014-07-10,国债ETF,sell,200768.8973035084
2014-07-10,沪深300,buy,49685.88763796553
2014-07-10,纳指,buy,49685.887637965556
2014-07-10,黄金,buy,49685.88763796553
2014-07-11,创业板,sell,49998.69995965206
2014-07-11,国债ETF,buy,200456.08498182183
2014-07-11,沪深300,sell,49998.69995965209
2014-07-11,纳指,sell,49998.69995965209
2014-07-11,黄金,sell,49998.69995965209
2014-07-14,创业板,buy,563.0782944294042
2014-07-14,国债ETF,buy,563.0782944294333
2014-07-14,沪深300,buy,563.0782944294333
2014-07-14,纳指,buy,563.0782944294333
2014-07-14,黄金,buy,563.0782944294042
2014-07-15,创业板,sell,860.4072553198494
2014-07-15,国债ETF,sell,860.4072553198494
2014-07-15,沪深300,sell,860.4072553198494
2014-07-15,纳指,sell,860.4072553198494
2014-07-15,黄金,sell,860.4072553198203
2014-07-16,创业板,buy,48501.899446513824
2014-07-16,国债ETF,buy,48501.899446513795
2014-07-16,沪深300,buy,48501.899446513795
2014-07-16,纳指,buy,48501.899446513824
2014-07-16,黄金,sell,200158.7560209314
2014-07-17,创业板,sell,593.5524106509401
2014-07-17,国债ETF,sell,248660.6554674452
2014-07-17,沪深300,sell,593.552410650911
2014-07-17,纳指,sell,593.5524106509401
2014-07-17,黄金,buy,248067.1030567943
2014-07-18,创业板,buy,70.09384810019401
2014-07-18,沪深300,buy,70.09384810019401
2014-07-18,纳指,buy,70.09384810019401
2014-07-18,黄金,buy,70.09384810019401
2014-07-21,创业板,sell,248137.1969048945
2014-07-21,沪深300,sell,248137.1969048945
2014-07-21,纳指,sell,248137.1969048945
2014-07-21,黄金,sell,248137.1969048945
2014-07-30,沪深300,buy,331516.79860642145
2014-07-30,纳指,buy,331516.79860642145
2014-07-30,黄金,buy,331516.79860642145
2014-07-31,沪深300,buy,1576.6339538159082
2014-07-31,纳指,buy,1576.6339538159082
2014-07-31,黄金,buy,1576.6339538159082
2014-08-01,沪深300,sell,3857.807644214714
2014-08-01,纳指,sell,3857.807644214714
2014-08-01,黄金,sell,3857.807644214714
2014-08-04,沪深300,buy,3048.9765108599095
2014-08-04,纳指,buy,3048.9765108599095
2014-08-04,黄金,buy,3048.9765108599095
2014-08-05,沪深300,sell,448.8760902074864
2014-08-05,纳指,sell,448.8760902074864
2014-08-05,黄金,sell,448.8760902074864
2014-08-06,创业板,buy,198225.1296662141
2014-08-06,国债ETF,buy,198225.1296662141
2014-08-06,沪深300,sell,133610.59567046096
2014-08-06,纳指,sell,133610.59567046096
2014-08-06,黄金,sell,133610.59567046096
2014-08-07,创业板,sell,198225.1296662141
2014-08-07,国债ETF,buy,49303.1418615857
2014-08-07,沪深300,buy,49303.1418615857
2014-08-07,纳指,buy,49303.1418615857
2014-08-07,黄金,buy,49303.1418615857
2014-08-08,国债ETF,sell,247528.2715277998
2014-08-08,沪深300,buy,82807.85624668308
2014-08-08,纳指,buy,82807.85624668302
2014-08-08,黄金,buy,82807.85624668302
2014-08-11,创业板,buy,199342.4909560771
2014-08-11,国债ETF,buy,199342.49095607712
2014-08-11,沪深300,sell,130993.63681840576
2014-08-11,纳指,sell,130993.6368184057
2014-08-11,黄金,sell,130993.63681840574
2014-08-12,创业板,buy,49715.52266690342
2014-08-12,国债ETF,sell,199342.49095607712
2014-08-12,沪深300,buy,49715.52266690339
2014-08-12,纳指,buy,49715.52266690339
2014-08-12,黄金,buy,49715.522666903445
2014-08-13,创业板,sell,50370.407351518574
2014-08-13,国债ETF,buy,198687.60627146193
2014-08-13,沪深300,sell,50370.407351518574
2014-08-13,纳指,sell,50370.407351518574
2014-08-13,黄金,sell,50370.407351518574
2014-08-14,创业板,buy,49612.72453701205
2014-08-14,国债ETF,buy,49612.72453701208
2014-08-14,沪深300,buy,49612.72453701205
2014-08-14,纳指,buy,49612.72453701205
2014-08-14,黄金,sell,198687.60627146196
2014-08-15,创业板,buy,1937.3845533128479
2014-08-15,国债ETF,buy,1937.3845533127896
2014-08-15,沪深300,buy,1937.3845533128479
2014-08-15,纳指,buy,1937.3845533128479
2014-08-18,创业板,buy,66500.28357263346
2014-08-18,国债ETF,sell,250237.7153617868
2014-08-18,沪深300,buy,66500.28357263346
2014-08-18,纳指,buy,66500.28357263346
2014-08-19,创业板,buy,21199.4021764996
2014-08-19,沪深300,buy,21199.4021764996
2014-08-19,纳指,buy,21199.4021764996
2014-08-20,创业板,sell,702.630946624733
2014-08-20,沪深300,sell,702.6309466246748
2014-08-20,纳指,sell,702.630946624733
2014-08-21,创业板,buy,1099.3892374783754
2014-08-21,沪深300,buy,1099.3892374783172
2014-08-21,纳指,buy,1099.3892374783754
2014-08-22,创业板,sell,83068.46916806477
2014-08-22,国债ETF,buy,255265.6902337088
2014-08-22,沪深300,sell,83068.46916806477
2014-08-22,纳指,sell,83068.46916806477
2014-08-25,创业板,sell,1303.5002123638405
2014-08-25,国债ETF,sell,1303.5002123638697
2014-08-25,沪深300,sell,1303.5002123638114
2014-08-25,纳指,sell,1303.5002123638405
2014-08-26,创业板,sell,253962.19002134493
2014-08-26,国债ETF,buy,83019.1360384674
2014-08-26,沪深300,buy,83019.13603846738
2014-08-26,纳指,buy,83019.1360384674
2014-08-27,国债ETF,buy,30.552923424751498
2014-08-27,沪深300,buy,30.552923424751498
2014-08-27,纳指,buy,30.552923424751498
2014-08-28,国债ETF,sell,949.6167142476188
2014-08-28,沪深300,sell,949.6167142476188
2014-08-28,纳指,sell,949.6167142476188
2014-08-29,创业板,buy,252383.04802594558
2014-08-29,国债ETF,sell,83679.21424304388
2014-08-29,沪深300,sell,83679.21424304388
2014-08-29,纳指,sell,83679.21424304388
2014-09-01,创业板,sell,252383.04802594558
2014-09-01,国债ETF,sell,252383.04802594558
2014-09-01,沪深300,sell,252383.04802594558
2014-09-01,纳指,sell,252383.04802594558
2014-10-14,创业板,buy,338901.7975779341
2014-10-14,国债ETF,buy,338901.7975779341
2014-10-14,沪深300,buy,338901.7975779341
2014-10-15,创业板,buy,1821.2096846484346
2014-10-15,国债ETF,buy,1821.2096846484346
2014-10-15,沪深300,buy,1821.2096846484346
2014-10-16,创业板,sell,1584.5455563835567
2014-10-16,国债ETF,sell,1584.5455563835567
2014-10-16,沪深300,sell,1584.5455563835567
2014-10-17,创业板,sell,1117.966147002764
2014-10-17,国债ETF,sell,1117.966147002764
2014-10-17,沪深300,sell,1117.966147002764
2014-10-20,创业板,buy,2608.8814907480264
2014-10-20,国债ETF,buy,2608.8814907480264
2014-10-20,沪深300,buy,2608.8814907480264
2014-10-21,创业板,sell,2594.3629040355445
2014-10-21,国债ETF,sell,2594.3629040355445
2014-10-21,沪深300,sell,2594.3629040356027
2014-10-22,创业板,sell,1960.0975683685392
2014-10-22,国债ETF,sell,1960.0975683685392
2014-10-22,沪深300,sell,1960.0975683684228
2014-10-23,创业板,sell,3047.008830148552
2014-10-23,国债ETF,sell,3047.008830148552
2014-10-23,沪深300,sell,3047.0088301486103
2014-10-24,创业板,buy,187.0568940914236
2014-10-24,国债ETF,buy,187.0568940914236
2014-10-24,沪深300,buy,187.0568940914236
2014-10-27,创业板,sell,208.58140307536814
2014-10-27,国债ETF,sell,208.58140307536814
2014-10-27,沪深300,sell,208.58140307536814
2014-10-28,创业板,buy,4909.572102782782
2014-10-28,国债ETF,buy,4909.572102782782
2014-10-28,沪深300,buy,4909.572102782782
2014-10-29,创业板,buy,2146.1686614429927
2014-10-29,国债ETF,buy,2146.1686614429927
2014-10-29,沪深300,buy,2146.1686614429927
2014-10-30,创业板,sell,19.50469270866597
2014-10-30,国债ETF,sell,19.50469270866597
2014-10-30,沪深300,sell,19.50469270866597
2014-10-31,创业板,sell,83800.47020633298
2014-10-31,国债ETF,sell,83800.47020633298
2014-10-31,沪深300,sell,83800.47020633298
2014-10-31,纳指,buy,256242.1491035918
2014-11-03,创业板,buy,1268.825939786475
2014-11-03,国债ETF,buy,1268.825939786475
2014-11-03,沪深300,buy,1268.8259397864458
2014-11-03,纳指,buy,1268.8259397864458
2014-11-04,创业板,sell,539.916746096249
2014-11-04,国债ETF,sell,539.9167460962199
2014-11-04,沪深300,sell,539.9167460962199
2014-11-04,纳指,sell,539.9167460962199
2014-11-05,创业板,buy,85522.61954120552
2014-11-05,国债ETF,buy,85522.6195412055
2014-11-05,沪深300,buy,85522.61954120552
2014-11-05,纳指,sell,256971.05829728203
2014-11-06,创业板,sell,84580.20505097235
2014-11-06,国债ETF,sell,84580.20505097235
2014-11-06,沪深300,sell,84580.20505097235
2014-11-06,纳指,buy,257913.4727875152
2014-11-07,创业板,sell,79.82775796737405
2014-11-07,国债ETF,sell,79.82775796737405
2014-11-07,沪深300,sell,79.82775796737405
2014-11-07,纳指,sell,79.82775796737405
2014-11-10,创业板,buy,1935.4452241698746
2014-11-10,国债ETF,buy,1935.4452241698746
2014-11-10,沪深300,buy,1935.4452241698746
2014-11-10,纳指,buy,1935.4452241698746
2014-11-11,创业板,sell,259769.0902537177
2014-11-11,国债ETF,buy,82972.54284184452
2014-11-11,沪深300,buy,82972.54284184452
2014-11-11,纳指,buy,82972.54284184452
2014-11-12,国债ETF,buy,1552.5271666023182
2014-11-12,沪深300,buy,1552.5271666023182
2014-11-12,纳指,buy,1552.5271666023182
2014-11-13,国债ETF,sell,726.8341782728676
2014-11-13,沪深300,sell,726.8341782728676
2014-11-13,纳指,sell,726.8341782728676
2014-11-14,国债ETF,buy,66.49601011927007
2014-11-14,沪深300,buy,66.49601011927007
2014-11-14,纳指,buy,66.49601011927007
2014-11-17,国债ETF,sell,599.9355999059626
2014-11-17,沪深300,sell,599.9355999059626
2014-11-17,纳指,sell,599.9355999059626
2014-11-18,创业板,buy,256665.03733762633
2014-11-18,国债ETF,sell,86368.84915647865
2014-11-18,沪深300,sell,86368.84915647868
2014-11-18,纳指,sell,86368.84915647868
2014-11-19,创业板,buy,1474.3634802063461
2014-11-19,国债ETF,buy,1474.363480206288
2014-11-19,沪深300,buy,1474.363480206317
2014-11-19,纳指,buy,1474.3634802063461
2014-11-20,创业板,sell,258139.40081783268
2014-11-20,国债ETF,buy,84603.52172681148
2014-11-20,沪深300,buy,84603.52172681148
2014-11-20,纳指,buy,84603.52172681145
2014-11-21,创业板,buy,259100.8718546447
2014-11-21,国债ETF,sell,83642.05068999939
2014-11-21,沪深300,sell,83642.05068999939
2014-11-21,纳指,sell,83642.05068999939
2014-11-24,创业板,buy,1961.530982008233
2014-11-24,国债ETF,buy,1961.530982008233
2014-11-24,沪深300,buy,1961.5309820082039
2014-11-24,纳指,buy,1961.530982008233
2014-11-25,创业板,buy,2535.0812879297882
2014-11-25,国债ETF,buy,2535.0812879297882
2014-11-25,沪深300,buy,2535.0812879298173
2014-11-25,纳指,buy,2535.0812879297882
2014-11-26,创业板,buy,1613.7293496500351
2014-11-26,国债ETF,buy,1613.7293496500351
2014-11-26,沪深300,buy,1613.7293496500351
2014-11-26,纳指,buy,1613.7293496500351
2014-11-27,创业板,buy,1523.6887708592112
2014-11-27,国债ETF,buy,1523.6887708592112
2014-11-27,沪深300,buy,1523.6887708592112
2014-11-27,纳指,buy,1523.6887708592112
2014-11-28,创业板,buy,1877.7643042564741
2014-11-28,国债ETF,buy,1877.7643042564741
2014-11-28,沪深300,buy,1877.7643042564741
2014-11-28,纳指,buy,1877.7643042564741
2014-12-01,创业板,sell,781.8176666630316
2014-12-01,国债ETF,sell,781.8176666630316
2014-12-01,沪深300,sell,781.8176666630316
2014-12-01,纳指,sell,781.8176666630316
2014-12-02,创业板,buy,2311.64515853551
2014-12-02,国债ETF,buy,2311.64515853551
2014-12-02,沪深300,buy,2311.64515853551
2014-12-02,纳指,buy,2311.64515853551
2014-12-03,创业板,buy,2760.566482507449
2014-12-03,国债ETF,buy,2760.566482507449
2014-12-03,沪深300,buy,2760.566482507449
2014-12-03,纳指,buy,2760.566482507449
2014-12-04,创业板,buy,4827.618830135034
2014-12-04,国债ETF,buy,4827.618830135034
2014-12-04,沪深300,buy,4827.618830135034
2014-12-04,纳指,buy,4827.618830135034
2014-12-05,创业板,sell,19268.99365257533
2014-12-05,国债ETF,sell,19268.9936525753
2014-12-05,沪深300,sell,19268.99365257527
2014-12-05,纳指,sell,19268.9936525753
2014-12-08,创业板,buy,3229.754815785156
2014-12-08,国债ETF,buy,3229.754815785127
2014-12-08,沪深300,buy,3229.754815785098
2014-12-08,纳指,buy,3229.754815785127
2014-12-09,创业板,sell,261691.44051707324
2014-12-09,国债ETF,buy,45404.31880168026
2014-12-09,沪深300,buy,45404.31880168026
2014-12-09,纳指,buy,45404.31880168032
2014-12-10,创业板,buy,208280.8408662668
2014-12-10,国债ETF,sell,307095.7593187535
2014-12-10,沪深300,sell,98814.91845248669
2014-12-10,纳指,sell,98814.91845248675
2014-12-10,黄金,buy,208280.84086626678
2014-12-11,创业板,buy,51209.81891846709
2014-12-11,沪深300,buy,51209.81891846709
2014-12-11,纳指,buy,51209.81891846709
2014-12-11,黄金,sell,208280.84086626678
2014-12-12,创业板,buy,3532.7638153793523
2014-12-12,沪深300,buy,3532.7638153793523
2014-12-12,纳指,buy,3532.7638153793523
2014-12-15,创业板,sell,41915.83249848595
2014-12-15,国债ETF,buy,221107.59110162727
2014-12-15,沪深300,sell,41915.83249848598
2014-12-15,纳指,sell,41915.83249848598
2014-12-16,创业板,buy,3297.031913394312
2014-12-16,国债ETF,buy,3297.0319133943412
2014-12-16,沪深300,buy,3297.0319133943412
2014-12-16,纳指,buy,3297.0319133943412
2014-12-17,创业板,buy,3193.3288358530845
2014-12-17,国债ETF,buy,3193.3288358530845
2014-12-17,沪深300,buy,3193.3288358530554
2014-12-17,纳指,buy,3193.3288358530845
2014-12-18,创业板,buy,3200.627486036683
2014-12-18,国债ETF,buy,3200.627486036683
2014-12-18,沪深300,buy,3200.6274860367703
2014-12-18,纳指,buy,3200.627486036712
2014-12-19,创业板,buy,3782.54448989479
2014-12-19,国债ETF,buy,3782.5444898947608
2014-12-19,沪深300,buy,3782.5444898947026
2014-12-19,纳指,buy,3782.5444898947608
2014-12-22,创业板,sell,234581.12382680617
2014-12-22,国债ETF,buy,83797.2685649558
2014-12-22,沪深300,buy,83797.2685649558
2014-12-22,纳指,buy,83797.26856495577
2014-12-23,国债ETF,sell,1415.6368048382574
2014-12-23,沪深300,sell,1415.6368048382574
2014-12-23,纳指,sell,1415.6368048382574
2014-12-24,国债ETF,sell,6337.555751101987
2014-12-24,沪深300,sell,6337.555751101987
2014-12-24,纳指,sell,6337.555751101987
2014-12-25,创业板,buy,193543.3104432528
2014-12-25,国债ETF,sell,117081.8893925689
2014-12-25,沪深300,sell,117081.8893925689
2014-12-25,纳指,sell,117081.8893925689
2014-12-25,黄金,buy,193543.3104432528
2014-12-26,创业板,sell,193543.3104432528
2014-12-26,国债ETF,buy,60655.0074893492
2014-12-26,沪深300,buy,60655.00748934917
2014-12-26,纳指,buy,60655.00748934914
2014-12-26,黄金,buy,60655.00748934917
2014-12-29,国债ETF,sell,254198.317932602
2014-12-29,沪深300,buy,47988.27784926136
2014-12-29,纳指,buy,47988.277849261445
2014-12-29,黄金,buy,47988.27784926136
2014-12-30,沪深300,buy,1462.9475796802435
2014-12-30,纳指,buy,1462.9475796801853
2014-12-30,黄金,buy,1462.9475796802435
2014-12-31,沪深300,buy,4258.052045286051
2014-12-31,纳指,buy,4258.052045286051
2014-12-31,黄金,buy,4258.052045286051
2015-01-05,沪深300,buy,5005.040031838231
2015-01-05,纳指,buy,5005.040031838231
2015-01-05,黄金,buy,5005.040031838231
2015-01-06,创业板,buy,279356.07585841615
2015-01-06,沪深300,sell,33556.55958025169
2015-01-06,纳指,sell,312912.63543866784
2015-01-06,黄金,sell,33556.55958025169
2015-01-07,创业板,buy,640.9244647232117
2015-01-07,沪深300,buy,640.9244647232117
2015-01-07,黄金,buy,640.9244647232117
2015-01-08,创业板,sell,46052.6068745385
2015-01-08,沪深300,sell,46052.60687453853
2015-01-08,纳指,buy,233944.39344860084
2015-01-08,黄金,sell,46052.60687453853
2015-01-09,创业板,buy,3632.414335486712
2015-01-09,沪深300,buy,3632.414335486741
2015-01-09,纳指,buy,3632.414335486712
2015-01-09,黄金,buy,3632.414335486712
2015-01-12,创业板,sell,14020.787241708487
2015-01-12,国债ETF,buy,223556.02054237912
2015-01-12,沪深300,sell,14020.787241708458
2015-01-12,纳指,sell,14020.787241708429
2015-01-12,黄金,sell,14020.787241708429
2015-01-13,创业板,buy,20789.605274591304
2015-01-13,国债ETF,buy,20789.605274591304
2015-01-13,沪深300,buy,20789.605274591246
2015-01-13,纳指,sell,223556.02054237912
2015-01-13,黄金,buy,20789.605274591275
2015-01-14,创业板,buy,1260.9089344818203
2015-01-14,国债ETF,buy,1260.9089344817912
2015-01-14,沪深300,buy,1260.9089344818494
2015-01-14,黄金,buy,1260.9089344818203
2015-01-15,创业板,buy,3657.1679620685463
2015-01-15,国债ETF,buy,3657.1679620685463
2015-01-15,沪深300,buy,3657.167962068517
2015-01-15,黄金,buy,3657.1679620685754
2015-01-16,创业板,sell,4071.545724795782
2015-01-16,国债ETF,sell,4071.545724795782
2015-01-16,沪深300,sell,4071.545724795753
2015-01-16,黄金,sell,4071.545724795782
2015-01-19,创业板,sell,21220.131625832466
2015-01-19,国债ETF,sell,21220.131625832495
2015-01-19,沪深300,sell,21220.131625832495
2015-01-19,黄金,sell,21220.131625832495
2015-01-20,创业板,sell,210.55086587471305
2015-01-20,国债ETF,sell,210.55086587465485
2015-01-20,沪深300,sell,210.55086587465485
2015-01-20,黄金,sell,210.55086587468395
2015-01-21,创业板,buy,1266.6044322348898
2015-01-21,国债ETF,buy,1266.6044322348316
2015-01-21,沪深300,buy,1266.6044322348316
2015-01-21,黄金,buy,1266.6044322348607
2015-01-22,创业板,buy,2220.58192236739
2015-01-22,国债ETF,buy,2220.581922367419
2015-01-22,沪深300,buy,2220.581922367419
2015-01-22,黄金,buy,2220.5819223673607
2015-01-23,创业板,buy,903.9736476091202
2015-01-23,国债ETF,buy,903.9736476091202
2015-01-23,沪深300,buy,903.9736476091202
2015-01-23,黄金,buy,903.9736476091493
2015-01-26,创业板,buy,3368.6118499979784
2015-01-26,国债ETF,buy,3368.6118499979784
2015-01-26,沪深300,buy,3368.6118499979493
2015-01-26,黄金,buy,3368.6118499979493
2015-01-27,创业板,buy,755.8042620604683
2015-01-27,国债ETF,buy,755.8042620604974
2015-01-27,沪深300,buy,755.8042620605265
2015-01-27,黄金,buy,755.8042620605265
2015-01-28,创业板,sell,494.4059388889291
2015-01-28,国债ETF,sell,494.4059388889291
2015-01-28,沪深300,sell,494.4059388889291
2015-01-28,黄金,sell,494.4059388889291
2015-01-29,创业板,sell,526.076494620851
2015-01-29,国债ETF,sell,526.0764946209092
2015-01-29,沪深300,sell,526.0764946209092
2015-01-29,黄金,sell,526.0764946208801
2015-01-30,创业板,sell,4592.432951149356
2015-01-30,国债ETF,sell,4592.432951149356
2015-01-30,沪深300,sell,4592.432951149327
2015-01-30,黄金,sell,4592.432951149356
2015-02-02,创业板,buy,2953.8045853346703
2015-02-02,国债ETF,buy,2953.8045853346703
2015-02-02,沪深300,buy,2953.804585334612
2015-02-02,黄金,buy,2953.804585334641
2015-02-03,创业板,buy,924.7609105650045
2015-02-03,国债ETF,buy,924.7609105650627
2015-02-03,沪深300,buy,924.7609105650336
2015-02-03,黄金,buy,924.7609105650336
2015-02-04,创业板,sell,31697.551385603758
2015-02-04,国债ETF,sell,31697.551385603787
2015-02-04,沪深300,sell,31697.55138560373
2015-02-04,纳指,buy,198845.14933692443
2015-02-04,黄金,sell,31697.55138560373
2015-02-05,创业板,buy,35380.96303626764
2015-02-05,国债ETF,buy,35380.96303626764
2015-02-05,沪深300,buy,35380.96303626764
2015-02-05,纳指,sell,198845.14933692443
2015-02-05,黄金,buy,35380.96303626761
2015-02-06,创业板,sell,34561.95361501863
2015-02-06,国债ETF,sell,34561.95361501863
2015-02-06,沪深300,sell,34561.95361501863
2015-02-06,纳指,buy,199664.15875817343
2015-02-06,黄金,sell,34561.95361501863
2015-02-09,创业板,sell,106.22082982293796
2015-02-09,国债ETF,sell,106.22082982293796
2015-02-09,沪深300,sell,106.22082982293796
2015-02-09,纳指,sell,106.22082982293796
2015-02-09,黄金,sell,106.22082982293796
2015-02-10,创业板,buy,2031.3251609454455
2015-02-10,国债ETF,buy,2031.3251609454455
2015-02-10,沪深300,buy,2031.3251609454455
2015-02-10,纳指,buy,2031.3251609454455
2015-02-10,黄金,buy,2031.3251609454746
2015-02-11,创业板,buy,2569.609171425778
2015-02-11,国债ETF,buy,2569.609171425778
2015-02-11,沪深300,buy,2569.609171425778
2015-02-11,纳指,buy,2569.609171425778
2015-02-11,黄金,buy,2569.609171425749
2015-02-12,创业板,buy,3188.76247681948
2015-02-12,国债ETF,buy,3188.76247681948
2015-02-12,沪深300,buy,3188.76247681948
2015-02-12,纳指,buy,3188.76247681948
2015-02-12,黄金,buy,3188.76247681948
2015-02-13,创业板,buy,321.6244452257815
2015-02-13,国债ETF,buy,321.6244452257815
2015-02-13,沪深300,buy,321.6244452257815
2015-02-13,纳指,buy,321.6244452257815
2015-02-13,黄金,buy,321.6244452257524
2015-02-16,创业板,buy,1116.4496854263416
2015-02-16,国债ETF,buy,1116.4496854263416
2015-02-16,沪深300,buy,1116.4496854263416
2015-02-16,纳指,buy,1116.4496854263416
2015-02-16,黄金,buy,1116.4496854263707
2015-02-17,创业板,buy,2874.8797026656976
2015-02-17,国债ETF,buy,2874.8797026656976
2015-02-17,沪深300,buy,2874.8797026656976
2015-02-17,纳指,buy,2874.8797026656976
2015-02-17,黄金,buy,2874.8797026656976
2015-02-25,创业板,sell,347.6216772045591
2015-02-25,国债ETF,sell,347.6216772045591
2015-02-25,沪深300,sell,347.6216772045591
2015-02-25,纳指,sell,347.6216772045591
2015-02-25,黄金,sell,347.6216772045591
2015-02-26,创业板,buy,3346.2125100206176
2015-02-26,国债ETF,buy,3346.2125100206176
2015-02-26,沪深300,buy,3346.2125100206176
2015-02-26,纳指,buy,3346.2125100205885
2015-02-26,黄金,buy,3346.2125100206176
2015-02-27,创业板,buy,3488.454114102933
2015-02-27,国债ETF,buy,3488.454114102933
2015-02-27,沪深300,buy,3488.454114102933
2015-02-27,纳指,buy,3488.454114102962
2015-02-27,黄金,buy,3488.454114102933
2015-03-02,创业板,buy,2754.4345089544076
2015-03-02,国债ETF,buy,2754.4345089544368
2015-03-02,沪深300,buy,2754.4345089544076
2015-03-02,纳指,buy,2754.4345089544076
2015-03-02,黄金,buy,2754.4345089544076
2015-03-03,创业板,sell,3715.6255435972707
2015-03-03,国债ETF,sell,3715.6255435973
2015-03-03,沪深300,sell,3715.6255435972707
2015-03-03,纳指,sell,3715.6255435972707
2015-03-03,黄金,sell,3715.6255435973
2015-03-04,创业板,buy,3408.1882034805894
2015-03-04,国债ETF,buy,3408.1882034806185
2015-03-04,沪深300,buy,3408.1882034805894
2015-03-04,纳指,buy,3408.1882034805894
2015-03-04,黄金,buy,3408.1882034806185
2015-03-05,创业板,buy,73745.8071949902
2015-03-05,国债ETF,buy,73745.80719499016
2015-03-05,沪深300,sell,220594.63068661574
2015-03-05,纳指,buy,73745.8071949902
2015-03-05,黄金,buy,73745.8071949902
2015-03-06,创业板,sell,2223.2262519950746
2015-03-06,国债ETF,sell,2223.2262519950746
2015-03-06,纳指,sell,2223.2262519950746
2015-03-06,黄金,sell,2223.2262519950746
2015-03-09,创业板,buy,72367.14107119216
2015-03-09,国债ETF,buy,72367.14107119216
2015-03-09,纳指,buy,72367.14107119216
2015-03-09,黄金,sell,292117.21162961086
2015-03-10,创业板,buy,5542.058853197086
