触发日期,scaling_factor,predicted_vol,active_count,熔断触发
2015-01-09,0.7081,0.1412,4,False
2015-01-13,0.7489,0.1335,4,False
2015-01-14,0.7629,0.1311,4,False
2015-01-15,0.778,0.1285,4,False
2015-01-16,0.7203,0.1388,4,False
2015-01-19,0.6009,0.1664,4,False
2015-01-20,0.5752,0.1739,4,False
2015-01-21,0.5618,0.178,4,False
2015-01-22,0.5774,0.1732,4,False
2015-01-23,0.5882,0.17,4,False
2015-01-26,0.5987,0.167,4,False
2015-01-27,0.6089,0.1642,4,False
2015-01-28,0.6135,0.163,4,False
2015-01-29,0.6186,0.1617,4,False
2015-01-30,0.6027,0.1659,4,False
2015-02-02,0.6216,0.1609,4,False
2015-02-03,0.6087,0.1643,4,False
2015-02-04,0.7406,0.135,5,False
2015-02-05,0.6405,0.1561,4,False
2015-02-06,0.7638,0.1309,5,False
2015-02-09,0.7723,0.1295,5,False
2015-02-10,0.7784,0.1285,5,False
2015-02-11,0.7906,0.1265,5,False
2015-02-12,0.8149,0.1227,5,False
2015-02-13,0.7989,0.1252,5,False
2015-02-16,0.7902,0.1266,5,False
2015-02-17,0.8139,0.1229,5,False
2015-02-25,0.819,0.1221,5,False
2015-02-26,0.838,0.1193,5,False
2015-02-27,0.8579,0.1166,5,False
2015-03-02,0.8667,0.1154,5,False
2015-03-03,0.8477,0.118,5,False
2015-03-04,0.8657,0.1155,5,False
2015-03-12,0.8131,0.123,4,False
2015-03-13,0.8186,0.1222,4,False
2015-03-16,0.7927,0.1262,4,False
2015-03-17,0.8165,0.1225,4,False
2015-03-18,0.812,0.1231,4,False
2015-03-19,0.834,0.1199,4,False
2015-03-20,0.8547,0.117,4,False
2015-03-23,0.8219,0.1217,4,False
2015-03-24,0.8452,0.1183,4,False
2015-03-25,0.8639,0.1158,4,False
2015-03-26,0.7535,0.1327,4,False
2015-03-27,0.7746,0.1291,4,False
2015-03-30,0.5948,0.1681,3,False
2015-03-31,0.6133,0.163,3,False
2015-04-01,0.631,0.1585,3,False
2015-04-02,0.8629,0.1159,4,False
2015-04-07,0.6698,0.1493,3,False
2015-04-08,0.6561,0.1524,3,False
2015-04-09,0.6682,0.1497,3,False
2015-04-10,0.689,0.1451,3,False
2015-04-13,0.7067,0.1415,3,False
2015-04-14,0.7119,0.1405,3,False
2015-04-15,0.625,0.16,3,False
2015-04-16,0.6032,0.1658,3,False
2015-04-17,0.6221,0.1607,3,False
2015-04-20,0.4019,0.2488,2,False
2015-04-21,0.3454,0.2895,2,False
2015-04-22,0.5244,0.1907,3,False
2015-04-23,0.5397,0.1853,3,False
2015-04-24,0.5081,0.1968,3,False
2015-04-27,0.6926,0.1444,4,False
2015-04-28,0.5465,0.183,3,False
2015-04-29,0.538,0.1859,3,False
2015-04-30,0.6697,0.1493,4,False
2015-05-04,0.567,0.1764,3,False
2015-05-05,0.6206,0.1611,4,False
2015-05-06,0.6873,0.1455,4,False
2015-05-07,0.6319,0.1583,4,False
2015-05-08,0.5613,0.1782,4,False
2015-05-11,0.6458,0.1548,5,False
2015-05-12,0.664,0.1506,5,False
2015-05-13,0.6566,0.1523,5,False
2015-05-14,0.677,0.1477,5,True
2015-05-15,0.6931,0.1443,5,True
2015-05-18,0.7036,0.1421,5,True
2015-05-19,0.7219,0.1385,5,True
2015-05-20,0.6311,0.1584,4,True
2015-05-21,0.6254,0.1599,4,True
2015-05-22,0.7585,0.1318,5,True
2015-05-25,0.7823,0.1278,5,True
2015-05-26,0.7953,0.1257,5,True
2015-05-27,0.7995,0.1251,5,True
2015-05-28,0.6549,0.1527,5,True
2015-05-29,0.5473,0.1827,4,True
2015-06-01,0.5181,0.193,4,True
2015-06-02,0.514,0.1945,4,True
2015-06-03,0.5266,0.1899,4,False
2015-06-04,0.5419,0.1845,4,False
2015-06-05,0.5533,0.1807,4,False
2015-06-08,0.5562,0.1798,4,False
2015-06-09,0.565,0.177,4,False
2015-06-10,0.7137,0.1401,5,False
2015-06-11,0.5957,0.1679,4,False
2015-06-12,0.6143,0.1628,4,False
2015-06-15,0.411,0.2433,3,False
2015-06-16,0.3968,0.252,3,False
2015-06-17,0.3966,0.2521,3,True
2015-06-18,0.3515,0.2845,3,True
2015-06-19,0.1709,0.5851,1,True
2015-06-23,0.3457,0.2892,2,True
2015-06-24,0.3321,0.3011,3,True
2015-06-25,0.3388,0.2951,2,True
2015-06-26,0.3028,0.3302,2,True
2015-06-30,0.1233,0.8108,1,True
2015-07-07,2.0481,0.0488,1,True
2015-07-08,1.9985,0.05,1,True
2015-07-09,2.0287,0.0493,1,False
2015-07-16,1.9379,0.0516,1,False
2015-08-11,0.7746,0.1291,2,False
2015-08-12,0.7402,0.1351,2,False
2015-08-13,0.76,0.1316,2,False
2015-08-14,0.7835,0.1276,2,False
2015-08-17,0.8075,0.1238,2,False
2015-08-18,0.8282,0.1207,2,False
2015-08-19,0.8322,0.1202,2,False
2015-08-20,0.832,0.1202,2,False
2015-08-27,0.727,0.1375,3,False
2015-08-28,0.7243,0.1381,3,False
2015-08-31,0.7463,0.134,3,False
2015-09-01,0.7554,0.1324,3,False
2015-09-02,0.7791,0.1283,3,False
2015-09-07,0.7836,0.1276,3,False
2015-09-08,0.5382,0.1858,2,False
2015-09-09,0.8066,0.124,3,False
2015-09-10,2.9137,0.0343,1,False
2015-09-11,0.5647,0.1771,2,False
2015-09-15,1.2732,0.0785,2,False
2015-09-16,1.3127,0.0762,2,False
2015-09-17,1.2898,0.0775,2,False
2015-09-18,0.685,0.146,1,False
2015-09-21,1.2992,0.077,2,False
2015-09-22,1.3142,0.0761,2,False
2015-09-23,0.7004,0.1428,1,False
2015-09-24,0.709,0.141,1,False
2015-09-25,1.3989,0.0715,2,False
2015-09-28,1.4172,0.0706,2,False
2015-09-29,1.3763,0.0727,2,False
2015-09-30,1.4168,0.0706,2,False
2015-10-08,1.3819,0.0724,2,False
2015-10-09,0.716,0.1397,1,False
2015-10-12,0.713,0.1403,1,False
2015-10-13,0.7204,0.1388,1,False
2015-10-14,1.268,0.0789,2,False
2015-10-15,0.7115,0.1406,1,True
2015-10-16,0.7292,0.1371,1,True
2015-10-19,0.7485,0.1336,1,True
2015-10-20,1.4004,0.0714,2,True
2015-10-21,1.4444,0.0692,2,True
2015-10-22,1.4653,0.0682,2,False
2015-10-23,0.3922,0.255,3,False
2015-10-26,0.3264,0.3064,4,False
2015-10-27,0.4133,0.242,5,False
2015-10-28,0.4202,0.238,5,False
2015-10-29,0.4324,0.2313,5,False
2015-10-30,0.4451,0.2247,5,False
2015-11-02,0.4503,0.2221,5,False
2015-11-03,0.3794,0.2636,4,False
2015-11-04,0.2636,0.3794,3,False
2015-11-05,0.2714,0.3685,3,False
2015-11-06,0.2757,0.3627,3,False
2015-11-09,0.284,0.3521,3,False
2015-11-10,0.292,0.3425,3,False
2015-11-11,0.301,0.3322,3,False
2015-11-12,0.3073,0.3254,3,False
2015-11-13,0.3084,0.3242,3,False
2015-11-16,0.3177,0.3147,3,False
2015-11-17,0.3253,0.3074,3,False
2015-11-18,0.3307,0.3024,3,False
2015-11-19,0.3255,0.3072,3,False
2015-11-20,0.3356,0.298,3,False
2015-11-23,0.3446,0.2902,3,False
2015-11-24,0.3553,0.2815,3,False
2015-11-25,0.3643,0.2745,3,False
2015-11-26,0.4947,0.2022,4,False
2015-11-27,0.4312,0.2319,4,False
2015-11-30,0.4444,0.225,4,False
2015-12-01,0.3428,0.2917,3,False
2015-12-02,0.467,0.2142,4,False
2015-12-03,0.4759,0.2101,4,False
2015-12-04,0.4782,0.2091,4,False
2015-12-07,0.4862,0.2057,4,False
2015-12-08,0.4934,0.2027,4,False
2015-12-09,0.5085,0.1967,4,False
2015-12-10,0.524,0.1908,4,False
2015-12-11,0.5397,0.1853,4,False
2015-12-14,0.5498,0.1819,4,False
2015-12-15,0.5669,0.1764,4,False
2015-12-16,0.5833,0.1714,4,False
2015-12-17,0.5671,0.1763,4,False
2015-12-18,0.5816,0.1719,4,False
2015-12-21,0.5978,0.1673,4,False
2015-12-22,0.6158,0.1624,4,False
2015-12-23,0.6275,0.1594,4,False
2015-12-24,0.6472,0.1545,4,False
2015-12-25,0.6671,0.1499,4,False
2015-12-28,0.5149,0.1942,3,False
2015-12-29,0.6526,0.1532,4,False
2015-12-30,0.6663,0.1501,4,False
2015-12-31,1.3009,0.0769,2,False
2016-01-04,1.6682,0.0599,3,False
2016-01-05,1.6969,0.0589,3,False
2016-01-06,1.681,0.0595,3,False
2016-01-07,1.6953,0.059,3,False
2016-01-08,1.5781,0.0634,2,False
2016-01-11,1.6936,0.059,3,False
2016-01-12,1.5595,0.0641,2,False
2016-01-13,1.5569,0.0642,2,False
2016-01-14,1.5901,0.0629,2,False
2016-01-15,1.6087,0.0622,2,False
2016-01-18,1.6574,0.0603,2,False
2016-01-19,1.6884,0.0592,2,False
2016-01-20,1.7055,0.0586,2,False
2016-01-21,1.6735,0.0598,2,False
2016-01-22,1.6654,0.06,2,False
2016-01-25,1.7165,0.0583,2,False
2016-01-26,1.562,0.064,2,False
2016-01-27,1.5852,0.0631,2,False
2016-01-28,1.5792,0.0633,2,False
2016-01-29,1.6287,0.0614,2,False
2016-02-01,1.642,0.0609,2,False
2016-02-02,1.6935,0.0591,2,False
2016-02-03,1.7367,0.0576,2,False
2016-02-04,1.7485,0.0572,2,False
2016-02-05,1.7077,0.0586,2,False
2016-02-24,1.1769,0.085,2,False
2016-02-25,1.1883,0.0842,2,False
2016-02-26,1.2178,0.0821,2,False
2016-02-29,1.1911,0.084,2,False
2016-03-01,1.1793,0.0848,2,False
2016-03-04,1.187,0.0842,2,False
2016-03-07,1.2148,0.0823,2,False
2016-03-08,1.2526,0.0798,2,False
2016-03-09,1.2235,0.0817,2,False
2016-03-10,1.2393,0.0807,2,False
2016-03-11,1.2242,0.0817,2,False
2016-03-14,1.1788,0.0848,2,False
2016-03-16,1.4061,0.0711,3,False
2016-03-17,1.3852,0.0722,3,False
2016-03-18,0.6085,0.1643,4,False
2016-03-21,1.3582,0.0736,3,False
2016-03-22,0.5742,0.1742,5,False
2016-03-23,0.5909,0.1692,5,False
2016-03-24,0.5813,0.172,5,False
2016-03-25,0.5989,0.167,5,False
2016-03-28,0.6131,0.1631,5,False
2016-03-29,0.6257,0.1598,5,False
2016-03-30,0.5893,0.1697,5,False
2016-03-31,0.6041,0.1655,5,False
2016-04-01,0.6224,0.1607,5,False
2016-04-05,0.632,0.1582,5,False
2016-04-06,0.6518,0.1534,5,False
2016-04-07,0.666,0.1501,5,False
2016-04-08,0.6797,0.1471,5,False
2016-04-11,0.6897,0.145,5,False
2016-04-12,0.7095,0.1409,5,False
2016-04-13,0.7307,0.1369,5,False
2016-04-14,0.751,0.1332,5,False
2016-04-15,0.6172,0.162,4,False
2016-04-18,0.7773,0.1287,5,False
2016-04-19,0.7999,0.125,5,False
2016-04-20,1.3139,0.0761,4,False
2016-04-21,0.7415,0.1349,5,False
2016-04-22,0.6018,0.1662,4,False
2016-04-25,0.4629,0.216,3,False
2016-04-26,0.4733,0.2113,3,False
2016-04-27,0.6585,0.1519,4,False
2016-04-28,0.6641,0.1506,4,False
2016-04-29,0.7647,0.1308,4,False
2016-05-03,0.6927,0.1444,4,False
2016-05-04,0.8096,0.1235,5,False
2016-05-05,0.8351,0.1198,5,False
2016-05-06,0.7865,0.1272,5,False
2016-05-09,0.6268,0.1596,4,False
2016-05-10,0.7124,0.1404,3,False
2016-05-11,0.8239,0.1214,5,False
2016-05-12,0.8497,0.1177,5,True
2016-05-13,1.4968,0.0668,2,True
2016-05-16,1.5436,0.0648,2,False
2016-05-17,1.8889,0.0529,3,False
2016-05-18,1.6065,0.0622,2,False
2016-05-19,0.7533,0.1328,1,False
2016-05-20,0.7766,0.1288,1,False
2016-05-23,0.8004,0.1249,1,False
2016-05-24,0.8171,0.1224,1,False
2016-05-25,1.3457,0.0743,2,False
2016-05-26,1.3597,0.0735,2,False
2016-05-27,1.4025,0.0713,2,False
2016-05-30,0.8147,0.1228,1,False
2016-05-31,1.3966,0.0716,2,False
2016-06-01,1.4402,0.0694,2,False
2016-06-02,1.4753,0.0678,2,False
2016-06-03,1.1772,0.0849,3,False
2016-06-06,1.4931,0.067,2,False
2016-06-07,1.5295,0.0654,2,False
2016-06-08,1.573,0.0636,2,False
2016-06-13,0.6038,0.1656,1,False
2016-06-14,0.6184,0.1617,1,False
2016-06-15,0.6366,0.1571,1,False
2016-06-16,0.6169,0.1621,1,True
2016-06-23,1.8277,0.0547,3,True
2016-07-01,1.4823,0.0675,3,True
2016-07-11,1.191,0.084,5,True
2016-07-12,1.1954,0.0837,5,True
2016-07-13,1.2329,0.0811,5,True
2016-07-14,1.2507,0.08,5,True
2016-07-15,1.2841,0.0779,5,True
2016-07-18,1.2868,0.0777,5,True
2016-07-19,1.3206,0.0757,5,True
2016-07-20,1.3378,0.0748,5,True
2016-07-21,1.3796,0.0725,5,True
2016-07-22,1.3877,0.0721,5,True
2016-07-25,1.4215,0.0704,5,True
2016-07-26,1.3962,0.0716,5,True
2016-07-27,1.7938,0.0557,4,True
2016-07-28,1.7677,0.0566,4,True
2016-07-29,1.8069,0.0553,4,True
2016-08-01,1.8633,0.0537,4,True
2016-08-02,1.8961,0.0527,4,False
2016-08-03,1.9108,0.0523,4,False
2016-08-04,1.9322,0.0518,4,False
2016-08-05,1.2911,0.0775,5,False
2016-08-08,1.3289,0.0752,5,False
2016-08-09,1.3514,0.074,5,False
2016-08-10,1.3933,0.0718,5,False
2016-08-11,1.8924,0.0528,4,False
2016-08-12,1.3415,0.0745,5,False
2016-08-15,1.2154,0.0823,5,False
2016-08-16,1.2535,0.0798,5,False
2016-08-17,1.2713,0.0787,5,False
2016-08-18,1.311,0.0763,5,False
2016-08-19,1.3493,0.0741,5,False
2016-08-22,1.854,0.0539,4,False
2016-08-23,1.9029,0.0526,4,False
2016-08-24,1.9465,0.0514,4,False
2016-08-25,1.6729,0.0598,3,False
2016-08-26,1.7255,0.058,3,False
2016-08-29,1.7683,0.0566,3,False
2016-08-30,1.8008,0.0555,3,False
2016-08-31,1.8493,0.0541,3,False
2016-09-01,1.8235,0.0548,3,False
2016-09-02,1.8777,0.0533,3,False
2016-09-05,1.9115,0.0523,3,False
2016-09-06,1.9259,0.0519,3,False
2016-09-07,1.9327,0.0517,4,False
2016-09-08,1.9694,0.0508,4,False
2016-09-09,1.9642,0.0509,4,False
2016-09-12,1.189,0.0841,3,False
2016-09-13,1.1898,0.084,3,False
2016-09-14,1.3531,0.0739,3,False
2016-09-20,1.3286,0.0753,4,False
2016-09-21,1.3656,0.0732,4,False
2016-09-22,1.1846,0.0844,5,False
2016-10-19,1.2657,0.079,2,False
2016-10-20,1.2956,0.0772,2,False
2016-10-21,1.3334,0.075,2,False
2016-10-24,1.3515,0.074,3,False
2016-10-25,1.1948,0.0837,4,False
2016-10-26,1.196,0.0836,4,False
2016-10-27,1.3945,0.0717,3,False
2016-10-28,1.4374,0.0696,3,False
2016-10-31,1.4741,0.0678,3,False
2016-11-01,1.5042,0.0665,3,False
2016-11-02,1.4446,0.0692,3,False
2016-11-03,1.4889,0.0672,3,False
2016-11-04,1.5357,0.0651,3,False
2016-11-07,1.5416,0.0649,3,False
2016-11-08,1.5888,0.0629,3,False
2016-11-09,2.0265,0.0493,3,False
2016-11-11,1.9803,0.0505,2,False
2016-11-18,0.8247,0.1213,2,False
2016-11-21,0.8502,0.1176,2,False
2016-12-05,0.8428,0.1186,2,False
2016-12-06,0.864,0.1157,2,False
2016-12-08,0.867,0.1153,2,False
2016-12-12,0.8515,0.1174,2,True
2016-12-16,0.6636,0.1507,1,True
2016-12-19,0.6799,0.1471,1,True
2016-12-20,0.7013,0.1426,1,True
2016-12-21,0.67,0.1492,1,True
2016-12-22,0.6808,0.1469,1,True
2016-12-23,0.6999,0.1429,1,True
2016-12-26,0.6752,0.1481,1,True
2016-12-27,0.6207,0.1611,1,True
2016-12-28,0.638,0.1567,1,True
2016-12-29,0.6329,0.158,1,True
2016-12-30,0.6472,0.1545,1,True
2017-01-03,0.6493,0.154,1,True
2017-01-05,0.6827,0.1465,1,True
2017-01-06,0.7041,0.142,1,True
2017-01-09,0.7177,0.1393,1,True
2017-01-10,0.7352,0.136,1,True
2017-01-11,0.7522,0.1329,1,True
2017-01-12,0.774,0.1292,1,True
2017-01-13,0.7957,0.1257,1,True
2017-01-16,0.8162,0.1225,1,True
2017-01-17,0.8267,0.121,1,True
2017-01-18,0.8489,0.1178,1,True
2017-01-20,1.3878,0.0721,2,True
2017-01-23,1.4285,0.07,2,True
2017-01-24,1.4731,0.0679,2,True
2017-01-26,1.4813,0.0675,2,True
2017-02-03,1.5183,0.0659,2,True
2017-02-06,1.4838,0.0674,2,True
2017-02-07,1.5132,0.0661,2,True
2017-02-08,1.5432,0.0648,2,True
2017-02-09,1.5656,0.0639,2,True
2017-02-10,1.6042,0.0623,2,True
2017-02-13,1.654,0.0605,2,True
2017-02-14,1.6954,0.059,2,True
2017-02-15,2.4749,0.0404,3,True
2017-02-16,2.4595,0.0407,4,True
2017-02-17,2.4701,0.0405,4,True
2017-02-20,2.4402,0.041,4,True
2017-02-21,2.5167,0.0397,4,True
2017-02-22,2.4807,0.0403,4,True
2017-02-23,2.5177,0.0397,4,True
2017-02-24,2.5895,0.0386,4,True
2017-02-27,2.5224,0.0396,4,True
2017-02-28,2.6008,0.0384,4,True
2017-03-01,2.537,0.0394,4,True
2017-03-02,2.4738,0.0404,4,True
2017-03-03,2.2881,0.0437,4,True
2017-03-06,1.8018,0.0555,5,True
2017-03-07,2.0112,0.0497,4,True
2017-03-08,2.0033,0.0499,4,True
2017-03-09,1.9868,0.0503,4,True
2017-03-10,1.5285,0.0654,3,True
2017-03-13,1.3199,0.0758,4,True
2017-03-14,1.3494,0.0741,4,True
2017-03-15,1.3896,0.072,4,True
2017-03-16,1.6331,0.0612,5,True
2017-03-17,1.5837,0.0631,5,True
2017-03-20,1.6323,0.0613,5,True
2017-03-21,1.6769,0.0596,5,True
2017-03-22,1.5354,0.0651,5,True
2017-03-23,1.2715,0.0786,4,True
2017-03-24,1.3114,0.0763,4,True
2017-03-27,1.6464,0.0607,5,True
2017-03-28,1.6953,0.059,5,False
2017-03-29,1.7485,0.0572,5,False
2017-03-30,1.3508,0.074,4,False
2017-03-31,1.6791,0.0596,5,False
2017-04-05,1.5572,0.0642,5,True
2017-04-06,1.5829,0.0632,5,True
2017-04-07,1.6217,0.0617,5,True
2017-04-10,1.6122,0.062,5,True
2017-04-11,1.6612,0.0602,5,True
2017-04-12,2.109,0.0474,4,True
2017-04-13,1.7528,0.0571,5,True
2017-04-14,2.0414,0.049,3,True
2017-04-17,1.6202,0.0617,3,True
2017-04-18,1.3913,0.0719,2,True
2017-04-19,1.4016,0.0713,2,True
2017-04-21,1.4617,0.0684,2,True
2017-04-24,1.5074,0.0663,2,True
2017-04-25,1.5149,0.066,2,True
2017-04-26,1.552,0.0644,2,True
2017-04-27,1.5778,0.0634,2,True
2017-04-28,1.5714,0.0636,2,True
2017-05-02,1.8681,0.0535,3,True
2017-05-03,1.6619,0.0602,2,True
2017-05-04,1.4372,0.0696,2,True
2017-05-05,1.4783,0.0676,2,True
2017-05-08,1.4137,0.0707,2,True
2017-05-09,1.4478,0.0691,2,True
2017-05-10,1.4624,0.0684,2,True
2017-05-11,1.5083,0.0663,2,True
2017-05-12,1.5217,0.0657,2,True
2017-05-15,0.7812,0.128,1,True
2017-05-16,1.5355,0.0651,2,True
2017-05-17,1.5814,0.0632,2,True
2017-05-19,1.5269,0.0655,2,True
2017-05-22,1.5121,0.0661,2,True
2017-05-23,1.4556,0.0687,2,True
2017-05-24,0.717,0.1395,1,True
2017-05-26,1.4338,0.0697,3,True
2017-06-01,1.4829,0.0674,3,True
2017-06-02,0.704,0.142,1,True
2017-06-05,1.2591,0.0794,2,True
2017-06-06,1.2957,0.0772,2,True
2017-06-07,1.6113,0.0621,3,True
2017-06-08,1.2162,0.0822,2,True
2017-06-09,1.248,0.0801,2,True
2017-06-12,1.1766,0.085,2,True
2017-06-13,1.1854,0.0844,2,True
2017-06-21,1.2798,0.0781,3,True
2017-06-22,1.1883,0.0842,2,True
2017-06-23,1.207,0.0828,2,True
2017-06-27,1.7798,0.0562,3,True
2017-06-29,1.534,0.0652,3,True
2017-06-30,1.7802,0.0562,2,True
2017-07-03,1.4663,0.0682,3,True
2017-07-04,1.4506,0.0689,3,True
2017-07-05,1.4496,0.069,3,True
2017-07-06,1.4846,0.0674,3,True
2017-07-07,1.5251,0.0656,3,True
2017-07-10,1.4458,0.0692,3,True
2017-07-11,1.8613,0.0537,2,True
2017-07-12,1.8445,0.0542,2,True
2017-07-13,1.8302,0.0546,2,True
2017-07-14,1.4986,0.0667,3,True
2017-07-17,1.5224,0.0657,3,True
2017-07-18,1.5681,0.0638,3,True
2017-07-19,1.4176,0.0705,3,True
2017-07-20,1.4527,0.0688,3,True
2017-07-21,1.4724,0.0679,3,True
2017-07-24,1.5697,0.0637,2,True
2017-07-25,1.5442,0.0648,2,True
2017-07-26,1.5663,0.0638,3,True
2017-07-27,0.8107,0.1234,1,True
2017-07-28,0.8338,0.1199,1,True
2017-07-31,0.8579,0.1166,1,True
2017-08-01,1.7037,0.0587,2,True
2017-08-02,1.7535,0.057,2,True
