区间,标签,区间收益,年化,波动率,Sharpe,最大回撤,空仓天数占比,换手次数,whipsaw_次数,交易日
2014-07-01 → 2015-06-12,纯防御,0.4675406811901053,0.5141704048243603,0.13032811755480136,3.7917405245768836,-0.034320314039774126,0.19658119658119658,71,62,233
2014-07-01 → 2015-06-12,沪深300,1.4302752293577976,1.6127855148875572,0.2775192790179412,5.739368884655346,-0.10683297180043377,0.0,0,0,233
2014-07-01 → 2015-06-12,创业板,1.6821144098479364,1.9068157749812742,0.3319908978378567,5.6833358603186435,-0.11118051217988742,0.0,0,0,233
2019-01-01 → 2020-12-31,纯防御,0.48648070541814437,0.22819626674718552,0.14095307118357822,1.4770608756444144,-0.10550896900000974,0.13552361396303902,183,105,486
2019-01-01 → 2020-12-31,沪深300,0.7524030493868081,0.33760764062414683,0.21819095298950078,1.455640741618787,-0.16087577344121848,0.0,0,0,486
2019-01-01 → 2020-12-31,创业板,1.4329371816638372,0.585681721254631,0.29231200943789787,1.9351983599387863,-0.19870664315108783,0.0,0,0,486
