区间,标签,区间收益,年化,波动率,Sharpe,最大回撤,空仓天数占比,换手次数,whipsaw_次数,交易日
2018-01-01 → 2018-12-31,纯防御,-0.05754008310018999,-0.05984519155531809,0.08830423757842362,-0.9042056615279308,-0.0914026047694313,0.3168724279835391,86,71,242
2018-01-01 → 2018-12-31,沪深300,-0.2603965183752418,-0.2695580953445674,0.22158114653827543,-1.306781284726992,-0.3049419266681849,0.0,0,0,242
2018-01-01 → 2018-12-31,创业板,-0.2828828828828829,-0.29266892662565847,0.2852034343371597,-1.0963014079838527,-0.35622557230597435,0.0,0,0,242
2022-01-01 → 2022-10-31,纯防御,-0.005812798787355078,-0.007429619416711497,0.08910852795845887,-0.30782260738836126,-0.06088252592084032,0.37373737373737376,57,51,197
2022-01-01 → 2022-10-31,沪深300,-0.28557114228456926,-0.3495916361938657,0.20259609280404262,-1.8242782033873994,-0.28557114228456926,0.0,0,0,197
2022-01-01 → 2022-10-31,创业板,-0.3018389346861129,-0.36847588724707914,0.2963744615908105,-1.310760330569334,-0.3386176284083703,0.0,0,0,197
