date,国债ETF,纳指,创业板,黄金,沪深300
2014-06-17,333552.8069643824,333552.8069643824,333552.8069643824,,
2014-06-18,332407.1604006607,332407.1604006607,332407.1604006607,,
2014-06-19,494839.8604133667,494839.8604133667,,,
2014-06-20,247234.89177433323,247234.89177433323,247234.89177433323,247234.89177433323,
2014-06-23,248853.73553524364,248853.73553524364,248853.7355352436,248853.73553524364,
2014-06-24,249473.22779445388,249473.22779445388,249473.22779445388,249473.22779445388,
2014-06-25,248515.40229792453,248515.40229792453,248515.40229792453,,248515.40229792453
2014-06-26,200354.05921388144,200354.05921388144,200354.05921388144,200354.05921388144,200354.05921388144
2014-06-27,200628.222724993,200628.222724993,200628.222724993,200628.222724993,200628.222724993
2014-06-30,201327.92007744813,201327.92007744813,201327.92007744813,201327.92007744813,201327.92007744813
2014-07-01,201771.42416822247,201771.42416822247,201771.42416822247,201771.42416822247,201771.42416822247
2014-07-02,202662.64591062814,202662.64591062817,202662.6459106281,202662.6459106281,202662.64591062814
2014-07-03,202788.27071307565,202788.27071307565,202788.27071307565,202788.27071307565,202788.27071307565
2014-07-04,203043.05138197736,203043.05138197736,203043.0513819774,203043.05138197736,203043.05138197736
2014-07-07,202305.05980686843,202305.05980686843,202305.05980686843,202305.05980686843,202305.05980686843
2014-07-08,202787.18316068104,202787.18316068104,202787.18316068104,202787.18316068104,202787.18316068104
2014-07-09,200768.8973035084,200768.89730350836,200768.8973035084,200768.8973035084,200768.8973035084
2014-07-10,,250454.78494147392,250454.78494147392,250454.78494147392,250454.78494147392
2014-07-11,200456.08498182183,200456.08498182183,200456.08498182186,200456.08498182183,200456.08498182183
2014-07-14,201019.16327625126,201019.16327625126,201019.16327625126,201019.16327625123,201019.16327625126
2014-07-15,200158.7560209314,200158.7560209314,200158.7560209314,200158.7560209314,200158.7560209314
2014-07-16,248660.6554674452,248660.65546744523,248660.65546744523,,248660.6554674452
2014-07-17,,248067.1030567943,248067.1030567943,248067.1030567943,248067.1030567943
2014-07-18,,248137.1969048945,248137.1969048945,248137.1969048945,248137.1969048945
2014-07-21,,,,,
2014-07-22,,,,,
2014-07-23,,,,,
2014-07-24,,,,,
2014-07-25,,,,,
2014-07-28,,,,,
2014-07-29,,,,,
2014-07-30,,331516.79860642145,,331516.79860642145,331516.79860642145
2014-07-31,,333093.43256023736,,333093.43256023736,333093.43256023736
2014-08-01,,329235.62491602264,,329235.62491602264,329235.62491602264
2014-08-04,,332284.60142688255,,332284.60142688255,332284.60142688255
2014-08-05,,331835.72533667507,,331835.72533667507,331835.72533667507
2014-08-06,198225.1296662141,198225.1296662141,198225.1296662141,198225.1296662141,198225.1296662141
2014-08-07,247528.2715277998,247528.2715277998,,247528.2715277998,247528.2715277998
2014-08-08,,330336.1277744828,,330336.1277744828,330336.1277744829
2014-08-11,199342.49095607712,199342.49095607712,199342.4909560771,199342.4909560771,199342.49095607712
2014-08-12,,249058.0136229805,249058.0136229805,249058.01362298054,249058.0136229805
2014-08-13,198687.60627146193,198687.60627146193,198687.60627146193,198687.60627146196,198687.60627146193
2014-08-14,248300.330808474,248300.33080847398,248300.33080847398,,248300.33080847398
2014-08-15,250237.7153617868,250237.71536178683,250237.71536178683,,250237.71536178683
2014-08-18,,316737.9989344203,316737.9989344203,,316737.9989344203
2014-08-19,,337937.4011109199,337937.4011109199,,337937.4011109199
2014-08-20,,337234.77016429516,337234.77016429516,,337234.7701642952
2014-08-21,,338334.15940177353,338334.15940177353,,338334.15940177353
2014-08-22,255265.6902337088,255265.69023370877,255265.69023370877,,255265.69023370877
2014-08-25,253962.19002134493,253962.19002134493,253962.19002134493,,253962.19002134496
2014-08-26,336981.32605981233,336981.32605981233,,,336981.32605981233
2014-08-27,337011.8789832371,337011.8789832371,,,337011.8789832371
2014-08-28,336062.26226898946,336062.26226898946,,,336062.26226898946
2014-08-29,252383.04802594558,252383.04802594558,252383.04802594558,,252383.04802594558
2014-09-01,,,,,
2014-09-02,,,,,
2014-09-03,,,,,
2014-09-04,,,,,
2014-09-05,,,,,
2014-09-09,,,,,
2014-09-10,,,,,
2014-09-11,,,,,
2014-09-12,,,,,
2014-09-15,,,,,
2014-09-16,,,,,
2014-09-17,,,,,
2014-09-18,,,,,
2014-09-19,,,,,
2014-09-22,,,,,
2014-09-23,,,,,
2014-09-24,,,,,
2014-09-25,,,,,
2014-09-26,,,,,
2014-09-29,,,,,
2014-09-30,,,,,
2014-10-08,,,,,
2014-10-09,,,,,
2014-10-10,,,,,
2014-10-13,,,,,
2014-10-14,338901.7975779341,,338901.7975779341,,338901.7975779341
2014-10-15,340723.00726258254,,340723.00726258254,,340723.00726258254
2014-10-16,339138.461706199,,339138.461706199,,339138.461706199
2014-10-17,338020.4955591962,,338020.4955591962,,338020.4955591962
2014-10-20,340629.37704994425,,340629.37704994425,,340629.37704994425
2014-10-21,338035.0141459087,,338035.0141459087,,338035.01414590864
2014-10-22,336074.91657754016,,336074.91657754016,,336074.9165775402
2014-10-23,333027.9077473916,,333027.9077473916,,333027.9077473916
2014-10-24,333214.96464148303,,333214.96464148303,,333214.96464148303
2014-10-27,333006.38323840767,,333006.38323840767,,333006.38323840767
2014-10-28,337915.95534119045,,337915.95534119045,,337915.95534119045
2014-10-29,340062.12400263344,,340062.12400263344,,340062.12400263344
2014-10-30,340042.6193099248,,340042.6193099248,,340042.6193099248
2014-10-31,256242.1491035918,256242.1491035918,256242.1491035918,,256242.1491035918
2014-11-03,257510.97504337828,257510.97504337825,257510.97504337828,,257510.97504337825
2014-11-04,256971.05829728206,256971.05829728203,256971.05829728203,,256971.05829728203
2014-11-05,342493.67783848755,,342493.67783848755,,342493.67783848755
2014-11-06,257913.4727875152,257913.4727875152,257913.4727875152,,257913.4727875152
2014-11-07,257833.64502954783,257833.64502954783,257833.64502954783,,257833.64502954783
2014-11-10,259769.0902537177,259769.0902537177,259769.0902537177,,259769.0902537177
2014-11-11,342741.6330955622,342741.6330955622,,,342741.6330955622
2014-11-12,344294.16026216454,344294.16026216454,,,344294.16026216454
2014-11-13,343567.3260838917,343567.3260838917,,,343567.3260838917
2014-11-14,343633.82209401095,343633.82209401095,,,343633.82209401095
2014-11-17,343033.886494105,343033.886494105,,,343033.886494105
2014-11-18,256665.03733762633,256665.0373376263,256665.03733762633,,256665.0373376263
2014-11-19,258139.40081783262,258139.40081783265,258139.40081783268,,258139.40081783262
2014-11-20,342742.9225446441,342742.9225446441,,,342742.9225446441
2014-11-21,259100.8718546447,259100.8718546447,259100.8718546447,,259100.8718546447
2014-11-24,261062.40283665294,261062.40283665294,261062.40283665294,,261062.4028366529
2014-11-25,263597.4841245827,263597.4841245827,263597.4841245827,,263597.4841245827
2014-11-26,265211.21347423276,265211.21347423276,265211.21347423276,,265211.21347423276
2014-11-27,266734.902245092,266734.902245092,266734.902245092,,266734.902245092
2014-11-28,268612.66654934845,268612.66654934845,268612.66654934845,,268612.66654934845
2014-12-01,267830.8488826854,267830.8488826854,267830.8488826854,,267830.8488826854
2014-12-02,270142.4940412209,270142.4940412209,270142.4940412209,,270142.4940412209
2014-12-03,272903.0605237284,272903.0605237284,272903.0605237284,,272903.0605237284
2014-12-04,277730.6793538634,277730.6793538634,277730.6793538634,,277730.6793538634
2014-12-05,258461.6857012881,258461.6857012881,258461.68570128808,,258461.68570128814
2014-12-08,261691.44051707324,261691.44051707324,261691.44051707324,,261691.44051707324
2014-12-09,307095.7593187535,307095.75931875355,,,307095.7593187535
2014-12-10,,208280.8408662668,208280.8408662668,208280.84086626678,208280.8408662668
2014-12-11,,259490.6597847339,259490.6597847339,,259490.6597847339
2014-12-12,,263023.42360011325,263023.42360011325,,263023.42360011325
2014-12-15,221107.59110162727,221107.59110162727,221107.5911016273,,221107.59110162727
2014-12-16,224404.6230150216,224404.6230150216,224404.6230150216,,224404.6230150216
2014-12-17,227597.9518508747,227597.9518508747,227597.9518508747,,227597.95185087467
2014-12-18,230798.57933691138,230798.5793369114,230798.57933691138,,230798.57933691144
2014-12-19,234581.12382680614,234581.12382680617,234581.12382680617,,234581.12382680614
2014-12-22,318378.39239176194,318378.39239176194,,,318378.39239176194
2014-12-23,316962.7555869237,316962.7555869237,,,316962.7555869237
2014-12-24,310625.1998358217,310625.1998358217,,,310625.1998358217
2014-12-25,193543.3104432528,193543.3104432528,193543.3104432528,193543.3104432528,193543.3104432528
2014-12-26,254198.317932602,254198.31793260193,,254198.31793260196,254198.31793260196
2014-12-29,,302186.5957818634,,302186.5957818633,302186.5957818633
2014-12-30,,303649.54336154356,,303649.54336154356,303649.54336154356
2014-12-31,,307907.5954068296,,307907.5954068296,307907.5954068296
2015-01-05,,312912.63543866784,,312912.63543866784,312912.63543866784
2015-01-06,,,279356.07585841615,279356.07585841615,279356.07585841615
2015-01-07,,,279997.00032313936,279997.00032313936,279997.00032313936
2015-01-08,,233944.39344860084,233944.39344860087,233944.39344860084,233944.39344860084
2015-01-09,,237576.80778408755,237576.80778408758,237576.80778408755,237576.80778408758
2015-01-12,223556.02054237912,223556.02054237912,223556.0205423791,223556.02054237912,223556.02054237912
2015-01-13,244345.62581697042,,244345.6258169704,244345.6258169704,244345.62581697037
2015-01-14,245606.5347514522,,245606.5347514522,245606.5347514522,245606.5347514522
2015-01-15,249263.70271352076,,249263.70271352076,249263.7027135208,249263.70271352073
2015-01-16,245192.15698872498,,245192.15698872498,245192.156988725,245192.15698872498
2015-01-19,223972.02536289248,,223972.0253628925,223972.0253628925,223972.02536289248
2015-01-20,223761.47449701783,,223761.4744970178,223761.47449701783,223761.47449701783
2015-01-21,225028.07892925266,,225028.0789292527,225028.0789292527,225028.07892925266
2015-01-22,227248.66085162008,,227248.66085162008,227248.66085162005,227248.66085162008
2015-01-23,228152.6344992292,,228152.6344992292,228152.6344992292,228152.6344992292
2015-01-26,231521.24634922718,,231521.24634922718,231521.24634922715,231521.24634922715
2015-01-27,232277.05061128768,,232277.05061128765,232277.05061128768,232277.05061128768
2015-01-28,231782.64467239875,,231782.64467239872,231782.64467239875,231782.64467239875
2015-01-29,231256.56817777784,,231256.56817777787,231256.56817777787,231256.56817777784
2015-01-30,226664.13522662848,,226664.1352266285,226664.1352266285,226664.1352266285
2015-02-02,229617.93981196315,,229617.93981196318,229617.93981196315,229617.93981196312
2015-02-03,230542.7007225282,,230542.70072252818,230542.70072252818,230542.70072252816
2015-02-04,198845.14933692443,198845.14933692443,198845.14933692443,198845.14933692446,198845.14933692443
2015-02-05,234226.11237319207,,234226.11237319207,234226.11237319207,234226.11237319207
2015-02-06,199664.15875817343,199664.15875817343,199664.15875817343,199664.15875817343,199664.15875817343
2015-02-09,199557.9379283505,199557.9379283505,199557.9379283505,199557.9379283505,199557.9379283505
2015-02-10,201589.26308929594,201589.26308929594,201589.26308929594,201589.26308929597,201589.26308929594
2015-02-11,204158.87226072172,204158.87226072172,204158.87226072172,204158.87226072172,204158.87226072172
2015-02-12,207347.6347375412,207347.6347375412,207347.6347375412,207347.6347375412,207347.6347375412
2015-02-13,207669.25918276698,207669.25918276698,207669.25918276698,207669.25918276695,207669.25918276698
2015-02-16,208785.70886819332,208785.70886819332,208785.70886819332,208785.70886819332,208785.70886819332
2015-02-17,211660.58857085902,211660.58857085902,211660.58857085902,211660.58857085902,211660.58857085902
2015-02-25,211312.96689365446,211312.96689365446,211312.96689365446,211312.96689365446,211312.96689365446
2015-02-26,214659.17940367508,214659.17940367505,214659.17940367508,214659.17940367508,214659.17940367508
2015-02-27,218147.633517778,218147.633517778,218147.633517778,218147.633517778,218147.633517778
2015-03-02,220902.06802673245,220902.06802673242,220902.06802673242,220902.06802673242,220902.06802673242
2015-03-03,217186.44248313515,217186.44248313515,217186.44248313515,217186.44248313512,217186.44248313515
2015-03-04,220594.63068661577,220594.63068661574,220594.63068661574,220594.63068661574,220594.63068661574
2015-03-05,294340.43788160593,294340.43788160593,294340.43788160593,294340.43788160593,
2015-03-06,292117.21162961086,292117.21162961086,292117.21162961086,292117.21162961086,
2015-03-09,364484.352700803,364484.352700803,364484.352700803,,
2015-03-10,370026.4115540001,370026.4115540001,370026.4115540001,,
2015-03-11,365781.24567399,365781.24567399,365781.24567399,,
2015-03-12,263739.85312426224,263739.85312426224,263739.85312426224,,263739.85312426224
2015-03-13,266721.83197716554,266721.83197716554,266721.83197716554,,266721.83197716554
2015-03-16,266310.7683618015,266310.7683618015,266310.7683618015,,266310.7683618015
2015-03-17,271013.3826043123,271013.3826043123,271013.3826043123,,271013.3826043123
2015-03-18,273294.66923657927,273294.66923657927,273294.66923657927,,273294.66923657927
2015-03-19,276825.6630073794,276825.6630073794,276825.6630073794,,276825.6630073794
2015-03-20,281770.88253717904,281770.88253717904,281770.88253717904,,281770.88253717904
2015-03-23,280802.7838639735,280802.7838639735,280802.7838639735,,280802.7838639735
2015-03-24,286204.3506853068,286204.3506853068,286204.3506853068,,286204.3506853068
2015-03-25,289239.0899428431,289239.0899428431,289239.0899428431,,289239.0899428431
2015-03-26,268511.209763825,268511.209763825,268511.209763825,,268511.209763825
2015-03-27,273186.3529838856,273186.3529838856,273186.3529838856,,273186.3529838856
2015-03-30,,327844.74320977146,327844.74320977146,,327844.74320977146
2015-03-31,,333154.1224809761,333154.1224809761,,333154.1224809761
2015-04-01,,338886.25321966264,338886.25321966264,,338886.25321966264
2015-04-02,292528.66465971235,292528.66465971235,292528.66465971235,,292528.66465971235
2015-04-03,297921.6607953036,297921.6607953036,297921.6607953036,,297921.6607953036
2015-04-07,,355075.3054726929,355075.30547269277,,355075.3054726928
2015-04-08,,350165.1133501197,350165.1133501197,,350165.1133501197
2015-04-09,,356071.2448749511,356071.24487495114,,356071.2448749511
2015-04-10,,361850.18958981626,361850.18958981626,,361850.18958981626
2015-04-13,,368513.32142617705,368513.32142617705,,368513.321426177
2015-04-14,,368842.92310735525,368842.9231073552,,368842.92310735525
2015-04-15,,345077.64157693414,345077.64157693414,,345077.6415769341
2015-04-16,,345816.09187092265,345816.09187092265,,345816.09187092265
2015-04-17,,351185.0109454787,351185.0109454786,,351185.0109454787
2015-04-20,,,448096.48163236346,,448096.48163236346
2015-04-21,,,444812.40586877754,,444812.40586877754
2015-04-22,340354.1136347853,,340354.1136347853,,340354.1136347853
2015-04-23,346153.99606167636,,346153.9960616764,,346153.99606167636
2015-04-24,,340162.5697223959,340162.5697223959,,340162.5697223959
2015-04-27,288711.7320313124,288711.7320313124,288711.7320313124,,288711.7320313124
2015-04-28,348463.69820396183,,348463.69820396183,,348463.69820396183
2015-04-29,351909.2405197509,,351909.2405197509,,351909.2405197509
2015-04-30,287150.7278961167,287150.7278961167,287150.7278961167,,287150.7278961167
2015-05-04,359247.14406336634,,359247.1440633664,,359247.14406336634
2015-05-05,273998.97494891804,273998.97494891804,273998.97494891804,,273998.97494891804
2015-05-06,285163.9447026709,,285163.9447026709,285163.9447026709,285163.9447026709
2015-05-07,273187.3385752906,273187.3385752906,273187.3385752906,,273187.3385752906
2015-05-08,267074.89409962844,267074.89409962844,267074.89409962844,,267074.89409962844
2015-05-11,229328.44810856378,229328.4481085638,229328.4481085638,229328.4481085638,229328.4481085638
2015-05-12,233164.97846039233,233164.97846039233,233164.97846039233,233164.97846039233,233164.97846039233
2015-05-13,230660.16728061106,230660.1672806111,230660.16728061106,230660.1672806111,230660.1672806111
2015-05-14,,,,,
2015-05-15,,,,,
2015-05-18,,,,,
2015-05-19,,,,,
2015-05-20,,,,,
2015-05-21,,,,,
2015-05-22,,,,,
2015-05-25,,,,,
2015-05-26,,,,,
2015-05-27,,,,,
2015-05-28,,,,,
2015-05-29,,,,,
2015-06-01,,,,,
2015-06-02,,,,,
2015-06-03,266127.2156159746,266127.2156159746,266127.2156159746,,266127.2156159746
2015-06-04,269109.9078873656,269109.9078873656,269109.9078873656,,269109.9078873656
2015-06-05,270665.4173086057,270665.4173086057,270665.4173086057,,270665.4173086057
2015-06-08,269881.4371262807,269881.4371262807,269881.4371262807,,269881.4371262807
2015-06-09,270452.3317525787,270452.3317525787,270452.3317525787,,270452.3317525787
2015-06-10,238628.9547883684,238628.9547883684,238628.9547883684,238628.9547883684,238628.95478836837
2015-06-11,278112.21791469445,278112.21791469445,278112.21791469445,,278112.21791469445
2015-06-12,282290.67999983346,282290.67999983346,282290.67999983346,,282290.67999983346
2015-06-15,,323528.4540028525,323528.4540028525,,323528.4540028525
2015-06-16,,315629.00291287096,315629.00291287096,,315629.00291287096
2015-06-17,,,,,
2015-06-18,,,,,
2015-06-19,,,,,
2015-06-23,,,,,
2015-06-24,,,,,
2015-06-25,,,,,
2015-06-26,,,,,
2015-06-29,,,,,
2015-06-30,,,,,
2015-07-01,,,,,
2015-07-02,,,,,
2015-07-03,,,,,
2015-07-06,,,,,
2015-07-07,,,,,
2015-07-08,,,,,
2015-07-09,1372909.894846091,,,,
2015-07-10,,,,,
2015-07-13,,,,,
2015-07-14,,,,,
2015-07-15,682558.8741796107,682558.8741796107,,,
2015-07-16,1357985.5206959406,,,,
2015-07-17,683429.1819980659,683429.1819980659,,,
2015-07-20,690432.4567400643,690432.4567400642,,,
2015-07-21,694193.5821130532,694193.5821130532,,,
2015-07-22,689955.7619525692,689955.7619525692,,,
2015-07-23,691069.2922635844,691069.2922635844,,,
2015-07-24,687026.5709805498,687026.5709805497,,,
2015-07-27,682618.3258951742,682618.3258951742,,,
2015-07-28,682101.0460592308,682101.0460592308,,,
2015-07-29,689448.7293466844,689448.7293466844,,,
2015-07-30,692835.4102682942,692835.4102682942,,,
2015-07-31,693927.6751843415,693927.6751843414,,,
2015-08-03,695065.5627431377,695065.5627431377,,,
2015-08-04,690522.5187857836,690522.5187857836,,,
2015-08-05,689235.180081435,689235.180081435,,,
2015-08-06,693997.5971006822,693997.5971006822,,,
2015-08-07,688960.9924753789,688960.9924753789,,,
2015-08-10,687267.7904539099,687267.79045391,,,
2015-08-11,624769.2573916588,624769.2573916588,,,
2015-08-12,606408.5445871764,606408.5445871764,,,
2015-08-13,615647.6492051557,615647.6492051557,,,
2015-08-14,625152.0262403045,625152.0262403045,,,
2015-08-17,633601.3908380644,633601.3908380644,,,
2015-08-18,643560.1414484805,643560.1414484805,,,
2015-08-19,641587.3033773019,641587.3033773019,,,
2015-08-20,637536.2685574305,637536.2685574305,,,
2015-08-21,457137.8068734222,457137.8068734222,,457137.8068734222,
2015-08-24,667991.05292706,,,667991.05292706,
2015-08-25,666529.6947171208,,,666529.6947171207,
2015-08-26,664164.2732373392,,,664164.2732373392,
2015-08-27,380640.4482352294,380640.4482352295,,380640.4482352294,
2015-08-28,383132.4060818085,383132.4060818085,,383132.4060818085,
2015-08-31,387656.61240480933,387656.61240480933,,387656.61240480933,
2015-09-01,387533.8172273196,387533.8172273196,,387533.8172273195,
2015-09-02,392694.1537874058,392694.1537874058,,392694.1537874058,
2015-09-07,391036.22563936404,391036.22563936404,,391036.22563936404,
2015-09-08,509021.8766765277,509021.8766765278,,,
2015-09-09,399775.39052531484,399775.3905253148,,399775.39052531484,
2015-09-10,1314363.5060937225,,,,
2015-09-11,513018.0574548079,513018.0574548079,,,
2015-09-14,,,,,
2015-09-15,655827.8496216144,,,655827.8496216144,
2015-09-16,655311.7047901261,,,655311.7047901261,
2015-09-17,659256.2157454365,,,659256.2157454365,
2015-09-18,,,,1113928.0155657602,
2015-09-21,668049.0264157497,,,668049.0264157497,
2015-09-22,665834.6411739294,,,665834.6411739296,
2015-09-23,,,,1130572.787517883,
2015-09-24,,,,1143808.656872483,
2015-09-25,672934.8871699156,,,672934.8871699156,
2015-09-28,671009.5188738508,,,671009.5188738508,
2015-09-29,666970.804845543,,,666970.804845543,
2015-09-30,667776.6148727015,,,667776.6148727016,
2015-10-08,672049.8588858729,,,672049.8588858729,
2015-10-09,,,,1150391.9445306484,
2015-10-12,,,,1158869.6380224081,
2015-10-13,,,,1158058.2746095548,
2015-10-14,681952.7912673383,,,681952.7912673383,
2015-10-15,,,,,
2015-10-16,,,,,
2015-10-19,,,,,
2015-10-20,,,,,
2015-10-21,,,,,
2015-10-22,682835.382458279,,,682835.382458279,
2015-10-23,317995.93460323405,,317995.93460323405,317995.93460323405,
2015-10-26,226313.3047027836,226313.3047027836,226313.3047027836,,226313.3047027836
2015-10-27,193458.07207900553,193458.07207900553,193458.07207900553,193458.0720790055,193458.07207900553
2015-10-28,193359.0216063748,193359.0216063748,193359.0216063748,193359.02160637476,193359.0216063748
2015-10-29,194770.4337831512,194770.4337831512,194770.4337831512,194770.4337831512,194770.4337831512
2015-10-30,196263.17523693122,196263.17523693122,196263.17523693122,196263.17523693122,196263.17523693122
2015-11-02,195603.92376474375,195603.92376474375,195603.92376474375,195603.92376474378,195603.92376474375
2015-11-03,232504.36682272863,232504.36682272863,232504.36682272863,,232504.36682272865
2015-11-04,,290820.8407537786,290820.8407537786,,290820.8407537786
2015-11-05,,292431.5327278294,292431.5327278294,,292431.5327278294
2015-11-06,,297391.39876004384,297391.39876004384,,297391.39876004384
2015-11-09,,301233.8686203192,301233.8686203192,,301233.8686203192
2015-11-10,,302763.09601768194,302763.09601768194,,302763.09601768194
2015-11-11,,306387.1575239777,306387.1575239777,,306387.1575239777
2015-11-12,,306419.699043422,306419.699043422,,306419.699043422
2015-11-13,,303655.7010201077,303655.7010201077,,303655.7010201077
2015-11-16,,307364.0188547617,307364.0188547617,,307364.0188547617
2015-11-17,,307947.39704017737,307947.39704017737,,307947.39704017737
2015-11-18,,307021.7065447351,307021.7065447351,,307021.7065447351
2015-11-19,,311299.034054512,311299.034054512,,311299.034054512
2015-11-20,,313944.84829962684,313944.84829962684,,313944.84829962684
2015-11-23,,315309.3918371699,315309.3918371699,,315309.3918371699
2015-11-24,,319013.9214808321,319013.9214808321,,319013.9214808321
2015-11-25,,323575.23167163983,323575.23167163983,,323575.23167163983
2015-11-26,264043.63077500806,264043.63077500806,264043.63077500806,,264043.63077500806
2015-11-27,247209.53711644758,247209.53711644758,247209.53711644758,,247209.53711644758
2015-11-30,249959.34516386522,249959.3451638652,249959.34516386516,,249959.34516386522
2015-12-01,,309880.3052690488,309880.3052690488,,309880.3052690488
2015-12-02,255971.2327419568,255971.2327419568,255971.2327419568,,255971.23274195683
2015-12-03,259357.8739538311,259357.8739538311,259357.8739538311,,259357.87395383106
2015-12-04,257633.87238566927,257633.87238566924,257633.87238566924,,257633.87238566924
2015-12-07,260922.9331940834,260922.9331940834,260922.9331940834,,260922.93319408342
2015-12-08,260535.99300372272,260535.9930037227,260535.9930037227,,260535.9930037227
2015-12-09,262893.3290874715,262893.3290874715,262893.3290874715,,262893.3290874715
2015-12-10,265290.04070838355,265290.04070838355,265290.04070838355,,265290.04070838355
2015-12-11,267548.7609086592,267548.7609086592,267548.7609086592,,267548.7609086592
2015-12-14,270945.2107121106,270945.2107121106,270945.2107121106,,270945.2107121106
2015-12-15,274331.4668313646,274331.4668313646,274331.4668313646,,274331.4668313646
2015-12-16,278045.9100295095,278045.9100295095,278045.9100295095,,278045.9100295095
2015-12-17,278847.5673601633,278847.5673601633,278847.5673601633,,278847.5673601633
2015-12-18,280755.9033987885,280755.9033987885,280755.9033987885,,280755.9033987885
2015-12-21,284824.4676375531,284824.4676375531,284824.4676375531,,284824.4676375531
2015-12-22,287920.9756201352,287920.9756201352,287920.9756201352,,287920.9756201352
2015-12-23,288880.13886042533,288880.13886042533,288880.13886042533,,288880.13886042533
2015-12-24,292677.2356307161,292677.2356307161,292677.2356307161,,292677.2356307161
2015-12-25,296134.1735623164,296134.1735623164,296134.1735623164,,296134.1735623164
2015-12-28,354628.82167907,,354628.82167906995,,354628.82167907
2015-12-29,291617.2990943206,291617.2990943206,291617.2990943206,,291617.2990943206
2015-12-30,295557.7650676887,295557.7650676887,295557.7650676887,,295557.7650676887
2015-12-31,705193.2532444705,705193.2532444705,,,
2016-01-04,465912.35077455646,465912.3507745565,,465912.3507745565,
2016-01-05,464888.7329290944,464888.7329290943,,464888.73292909435,
2016-01-06,467024.9579285656,467024.9579285656,,467024.9579285656,
2016-01-07,468814.65335624904,468814.65335624904,,468814.6533562491,
2016-01-08,700069.4790843808,,,700069.4790843808,
2016-01-11,467717.4947741737,467717.4947741737,,467717.4947741737,
2016-01-12,697771.4677376576,,,697771.4677376576,
2016-01-13,695480.1935376422,,,695480.1935376422,
2016-01-14,697612.3198772685,,,697612.3198772685,
2016-01-15,695981.3329652487,,,695981.3329652487,
2016-01-18,696965.1919498402,,,696965.1919498402,
2016-01-19,695749.7124011219,,,695749.7124011219,
2016-01-20,698342.1123642089,,,698342.1123642089,
2016-01-21,702297.9189936297,,,702297.9189936297,
2016-01-22,700104.3844177034,,,700104.3844177034,
2016-01-25,700243.0824697273,,,700243.0824697273,
2016-01-26,706424.8414335812,,,706424.8414335812,
2016-01-27,705192.1268141901,,,705192.1268141901,
2016-01-28,702879.3059163855,,,702879.3059163855,
2016-01-29,703337.1104136242,,,703337.1104136242,
2016-02-01,706307.1635030955,,,706307.1635030954,
2016-02-02,707148.1025649728,,,707148.1025649729,
2016-02-03,709017.7900827895,,,709017.7900827895,
2016-02-04,712152.693448443,,,712152.6934484431,
2016-02-05,716665.5036177502,,,716665.5036177501,
2016-02-15,731368.9477432009,,,731368.9477432009,
2016-02-16,726330.552854548,,,726330.552854548,
2016-02-17,729376.4632747711,,,729376.4632747711,
2016-02-18,729730.4541791364,,,729730.4541791364,
2016-02-19,735373.3270175434,,,735373.3270175434,
2016-02-22,732645.8916466755,,,732645.8916466755,
2016-02-23,733138.8613515284,,,733138.8613515286,
2016-02-24,736568.2221448824,,,736568.2221448824,
2016-02-25,741565.651223534,,,741565.651223534,
2016-02-26,741561.0259130582,,,741561.0259130582,
2016-02-29,738049.1642644998,,,738049.1642644998,
2016-03-01,744137.2676897014,,,744137.2676897015,
2016-03-02,739879.6364711575,,,739879.6364711575,
2016-03-03,742775.033644333,,,742775.033644333,
2016-03-04,747388.3460487506,,,747388.3460487507,
2016-03-07,746984.6009224886,,,746984.6009224886,
2016-03-08,748891.947456966,,,748891.9474569662,
2016-03-09,745221.2672092237,,,745221.2672092238,
2016-03-10,743426.5907047114,,,743426.5907047114,
2016-03-11,749113.2415214998,,,749113.2415214998,
2016-03-14,744403.7242336072,,,744403.7242336072,
2016-03-15,736906.7008183626,,,736906.7008183628,
2016-03-16,493496.44409348845,493496.44409348845,,493496.44409348845,
2016-03-17,496679.9612485634,496679.9612485634,,496679.96124856337,
2016-03-18,299524.6340387733,299524.6340387733,299524.6340387733,299524.6340387733,
2016-03-21,496578.05245421303,496578.052454213,,496578.05245421303,
2016-03-22,235284.88204359054,235284.8820435905,235284.8820435905,235284.8820435905,235284.8820435905
2016-03-23,238672.87648397256,238672.87648397256,238672.87648397256,238672.87648397253,238672.87648397253
2016-03-24,235019.94883332506,235019.94883332506,235019.94883332506,235019.94883332506,235019.94883332506
2016-03-25,238217.57104463843,238217.57104463843,238217.57104463843,238217.57104463843,238217.57104463846
2016-03-28,239546.26823005825,239546.26823005822,239546.26823005822,239546.2682300582,239546.26823005822
2016-03-29,240385.9713012954,240385.9713012954,240385.9713012954,240385.9713012954,240385.9713012954
2016-03-30,238649.0345516364,238649.03455163643,238649.03455163643,238649.03455163643,238649.03455163643
2016-03-31,240248.62907312202,240248.62907312202,240248.629073122,240248.62907312202,240248.62907312202
2016-04-01,242864.93508543784,242864.93508543784,242864.93508543784,242864.93508543784,242864.93508543784
2016-04-05,246010.94196295834,246010.94196295837,246010.94196295837,246010.94196295837,246010.9419629584
2016-04-06,249211.4493548951,249211.44935489513,249211.44935489513,249211.4493548951,249211.4493548951
2016-04-07,250585.3314599934,250585.3314599934,250585.33145999338,250585.3314599934,250585.33145999335
2016-04-08,251711.90372929597,251711.903729296,251711.90372929594,251711.90372929597,251711.90372929597
