Regime,纯防御收益,纯防御Sharpe,沪深300收益,创业板收益
单边牛市,1.2192180014446774,2.18890675028289,1.4252293577981647,1.0753077480086892
长期熊市,0.4152931621020992,0.5047482301368447,-0.13805609284332698,0.32252252252252256
高频震荡市,0.4961529019691562,0.7071650551409934,0.7280883367839888,0.6981530343007916
利率regime_shift,0.00938426698518846,-0.10924787471280312,-0.21082164328657327,-0.27742549143944184
